Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
91285,Completed,18/09/2023,2642,Glenellen,NSW,Afterpay,0,Free Shipping over $150,0,165,15,1,,
91284,Completed,18/09/2023,2642,Glenellen,NSW,Afterpay,0,Free Shipping over $150,0,180.8,16.44,7,,
91283,Completed,18/09/2023,6031,Carrama,WA,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,189,17.18,1,,
91282,Completed,18/09/2023,2133,Croydon Park,NSW,PayPal / Credit Card / Debit Card,4.55,Flat rate,0,111.46,9.27,2,4.55,0.45
91281,Completed,18/09/2023,2750,Penrith,NSW,Mastercard debit card,0,Local Pick-Up Only,0,98.98,9,1,,
91280,Completed,18/09/2023,2430,Black Head,NSW,humm,0,Free Shipping over $150,0,309.91,28.17,1,,
91279,Completed,18/09/2023,2261,Killarney Vale,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,82.5,6.64,1,,
91278,Completed,18/09/2023,3978,Clyde,VIC,Visa debit card,0,Free Shipping over $150,0,157.09,14.28,2,,
91277,Completed,18/09/2023,3056,Brunswick,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,74.5,5.91,1,,
91276,Completed,18/09/2023,4116,Calamvale,QLD,WooPayments,4.545455,Free Shipping over $150,0,497.53,45.23,3,4.55,0.45
91241,Completed,17/09/2023,6021,Balcatta,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,365,29.55,1,,
91240,Completed,17/09/2023,2171,Cecil Hills,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,190.37,17.3,6,,
91239,Completed,17/09/2023,6030,Merriwa,WA,Visa credit card,0,Flat rate,0,59.46,4.54,1,,
91237,Completed,17/09/2023,2107,Bilgola Beach,NSW,Visa credit card,0,Flat rate,0,95.46,7.81,1,,
91236,Completed,17/09/2023,4064,Paddington,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,1386,122.37,2,,
91235,Completed,17/09/2023,3461,Daylesford,VIC,Mastercard debit card,0,Flat rate,0,74.5,5.91,1,,
91234,Completed,17/09/2023,4650,TINANA,ACT,PayPal / Credit Card / Debit Card,0,Flat rate,0,38.48,2.63,1,,
91233,Completed,17/09/2023,4573,Buderim,QLD,Visa debit card,0,Flat rate,0,108.5,9,1,,
91206,Completed,16/09/2023,2250,Wyoming,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,179,16.27,2,,
91205,Completed,16/09/2023,2777,Winmalee,NSW,Visa debit card,0,Free Shipping over $150,0,169.88,15.45,3,,
91204,Completed,16/09/2023,6107,Cannington,WA,Amex credit card,12.59,Free Shipping over $150,0,429.42,39.04,6,12.59,1.26
91203,Completed,16/09/2023,5062,Lower Mitcham,SA,PayPal / Credit Card / Debit Card,4.545455,Free Shipping over $150,0,182.99,16.63,3,4.55,0.45
91201,Completed,16/09/2023,2450,coffs harbour,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,284.96,25.91,2,,
91200,Completed,16/09/2023,2763,acacia gardens,NSW,Amex credit card,0,Local Pick-Up Only,0,53.96,4.91,1,,
91166,Completed,16/09/2023,2904,Gowrie,ACT,Mastercard debit card,0,Free Shipping over $150,0,198,18,1,,
91165,Completed,15/09/2023,2795,Kelso,NSW,Visa debit card,0,Flat rate,0,119.46,10,1,,
91164,Completed,15/09/2023,2795,Kelso,NSW,humm,0,Free Shipping over $150,0,649,59,1,,
91163,Completed,15/09/2023,4680,TELINA,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,59.47,4.55,2,,
91162,Completed,15/09/2023,4817,Alice River,QLD,Mastercard credit card,0,Free Shipping over $150,0,282.15,25.65,7,,
91161,Completed,15/09/2023,2540,Tomerong,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,149,9.91,1,,
91133,Completed,14/09/2023,4122,Mount Gravatt East,QLD,Mastercard credit card,0,Flat rate,0,28.5,1.73,1,,
91132,Completed,14/09/2023,3370,Clunes,VIC,Visa debit card,0,Flat rate,0,36.5,2.45,1,,
91131,Completed,14/09/2023,4703,Tanby,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,94.1,7.69,4,,
91130,Completed,14/09/2023,2761,Oakhurst,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,199.91,18.17,1,,
91128,Completed,14/09/2023,7250,Prospect Vale,TAS,"Zip now, pay later",0,Free Shipping over $150,0,299,27.18,1,,
91127,Completed,14/09/2023,2770,HEBERSHAM,NSW,"Zip now, pay later",0,Local Pick-Up Only,0,85.95,7.81,2,,
91125,Completed,14/09/2023,3185,Ripponlea,VIC,Mastercard debit card,0,Free Shipping over $150,0,219,19.91,1,,
91088,Completed,14/09/2023,6155,Canning Vale,WA,Afterpay,0,Free Shipping over $150,0,1200,109.09,1,,
91087,Completed,13/09/2023,3691,Baranduda,VIC,Mastercard credit card,0,Flat rate,0,440.98,36.46,3,,
91083,Completed,13/09/2023,2791,CARCOAR,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,253.98,19.45,2,,
91082,Completed,13/09/2023,2350,Saumarez Ponds,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,69.46,5.45,1,,
91081,Completed,13/09/2023,3185,Ripponlea,VIC,Mastercard debit card,0,Free Shipping over $150,219,278.88,25.35,4,,
91080,Completed,13/09/2023,2750,South Penrith,NSW,Afterpay,0,Flat rate,0,25.48,1.45,1,,
91079,Completed,13/09/2023,2158,Dural,NSW,Mastercard credit card,0,Flat rate,0,547,46.09,1,,
91078,Completed,13/09/2023,3331,Bannockburn,VIC,Afterpay,0,Flat rate,0,54.58,4.1,8,,
91072,Completed,13/09/2023,7004,Battery Point,TAS,Visa credit card,0,Free Shipping over $150,0,385,35,1,,
91071,Completed,13/09/2023,2260,Terrigal,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,97.46,8,1,,
91070,Completed,13/09/2023,4011,Clayfield,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,180,16.36,2,,
91069,Completed,13/09/2023,6330,Kalgan,WA,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,454.45,41.31,1,,
91031,Completed,13/09/2023,4301,redbank,QLD,Visa debit card,0,Free Shipping over $150,0,226.9,20.64,12,,
90994,Completed,12/09/2023,2464,Yamba,NSW,Visa credit card,4.54,Free Shipping over $150,0,623.08,56.64,1,4.55,0.45
90993,Completed,12/09/2023,3216,Highton,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,3799,345.36,1,,
90992,Completed,12/09/2023,0812,Karama,NT,Visa debit card,0,Free Shipping over $150,0,201.97,18.36,3,,
90991,Completed,12/09/2023,6030,Merriwa,WA,Visa credit card,0,Flat rate,0,34.48,2.27,1,,
90990,Completed,12/09/2023,2770,HEBERSHAM,NSW,"Zip now, pay later",0,Free Shipping over $150,0,417.95,38,4,,
90979,Completed,12/09/2023,2145,Greystanes,NSW,Mastercard credit card,0,Flat rate,0,54.86,4.12,1,,
90978,Completed,12/09/2023,2121,epping,NSW,PayPal / Credit Card / Debit Card,4.54,Flat rate,0,33.5,2.18,1,4.55,0.45
90957,Completed,12/09/2023,4211,Nerang,QLD,Mastercard debit card,0,Flat rate,0,34.49,2.27,1,,
90956,Completed,12/09/2023,6537,Useless loop,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,33.45,2.18,2,,
90955,Completed,11/09/2023,3212,Avalon,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,189,17.18,1,,
90954,Completed,11/09/2023,2174,Edmondson park,NSW,Afterpay,0,Free Shipping over $150,0,224.95,20.45,1,,
90953,Completed,11/09/2023,3806,Berwick,VIC,"Zip now, pay later",0,Flat rate,0,98.5,8.09,1,,
90952,Completed,11/09/2023,3030,Point Cook,VIC,Visa debit card,0,Flat rate,0,74.5,5.91,1,,
90951,Completed,11/09/2023,3691,Baranduda,VIC,Mastercard debit card,0,Free Shipping over $150,0,220.5,20.04,2,,
90950,Completed,11/09/2023,2297,tighes hill,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,138.48,11.73,1,,
90949,Completed,11/09/2023,2116,Rydalmere,NSW,Mastercard credit card,0,Free Shipping over $150,0,276,25.09,1,,
90948,Completed,11/09/2023,2251,MacMasters Beach,NSW,Visa credit card,0,Flat rate,0,1426.94,126.08,6,,
90947,Completed,11/09/2023,2914,Moncrieff,ACT,WooPayments,4.55,Flat rate,0,581.91,49.27,6,4.55,0.45
90917,Completed,10/09/2023,2337,Parkville,NSW,Afterpay,0,Free Shipping over $150,0,226.36,20.58,1,,
90916,Completed,10/09/2023,4880,Mareeba,QLD,Afterpay,0,Free Shipping over $150,0,249.98,22.72,2,,
90915,Completed,10/09/2023,0886,Jabiru,NT,Afterpay,0,Free Shipping over $150,0,197,17.91,2,,
90914,Completed,10/09/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,4.56,Local Pick-Up Only,0,104.96,9.55,4,4.56,0.44
90912,Completed,10/09/2023,6025,Hillarys,WA,Mastercard credit card,0,Flat rate,0,88.48,7.18,1,,
90911,Completed,10/09/2023,2291,Merewether,NSW,Visa credit card,0,Flat rate,0,83.5,6.73,3,,
90910,Completed,10/09/2023,2290,Charlestown,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,253,19.36,2,,
90909,Completed,10/09/2023,0832,Bakewell,NT,PayPal / Credit Card / Debit Card,0,Flat rate,0,49.48,3.63,1,,
90908,Completed,10/09/2023,2913,Palmerston,ACT,Afterpay,0,Flat rate,0,64.5,5,2,,
90907,Completed,10/09/2023,4019,Margate,QLD,Visa debit card,0,Flat rate,0,20.5,1,2,,
90880,Completed,9/09/2023,6258,Manjimup,WA,Afterpay,0,Flat rate,0,262.49,23.01,4,,
90879,Completed,9/09/2023,2171,Carnes Hill,NSW,Afterpay,4.56,Free Shipping over $150,0,287.98,26.19,6,4.55,0.45
90878,Completed,9/09/2023,3977,Cranbourne,VIC,Visa debit card,0,Free Shipping over $150,0,259,23.55,1,,
90877,Completed,9/09/2023,2800,Orange,NSW,humm,4.55,Free Shipping over $150,0,271,24.64,1,4.55,0.45
90876,Completed,9/09/2023,2464,YAMBA,NSW,Visa debit card,0,Flat rate,0,70.37,5.53,3,,
90875,Completed,9/09/2023,2155,Rouse Hill,NSW,Visa debit card,0,Local Pick-Up Only,0,439.98,40,1,,
90842,Completed,8/09/2023,2795,Kelso,NSW,humm,0,Flat rate,0,188.98,13.54,1,,
90841,Completed,8/09/2023,5038,Camden park,SA,Mastercard debit card,0,Free Shipping over $150,0,223.99,20.36,2,,
90840,Completed,8/09/2023,3195,Parkdale,VIC,Mastercard debit card,0,Free Shipping over $150,0,160.98,14.64,2,,
90839,Completed,8/09/2023,7250,Norwood,TAS,Mastercard debit card,0,Free Shipping over $150,0,166.96,15.18,4,,
90838,Completed,8/09/2023,3058,Coburg,VIC,humm,0,Flat rate,0,21.5,1.09,1,,
90837,Completed,8/09/2023,2795,Kelso,NSW,humm,27.14,Flat rate,0,94.49,7.73,1,27.14,2.71
90835,Completed,8/09/2023,3752,South Morang,VIC,humm,0,Flat rate,0,98.5,8.09,1,,
90832,Completed,8/09/2023,2164,Wetherill Park,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,0,109.94,10,3,4.55,0.45
90830,Completed,8/09/2023,5016,Largs Bay,SA,PayPal / Credit Card / Debit Card,0,Flat rate,0,144.5,12.27,1,,
90793,Completed,7/09/2023,5074,Campbelltown,SA,Visa debit card,0,Flat rate,0,29.48,1.81,2,,
90792,Completed,7/09/2023,2118,Carlingford,NSW,Visa credit card,4.545455,Local Pick-Up Only,0,16.98,1.54,1,4.55,0.45
90791,Completed,7/09/2023,3030,Point cook,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,61.44,4.72,3,,
90790,Completed,7/09/2023,2179,Wetherrill park,NSW,Afterpay,0,Local Pick-Up Only,0,365.91,33.29,9,,
90789,Completed,7/09/2023,2112,PUTNEY,NSW,Visa credit card,0,Local Pick-Up Only,0,321.63,29.23,8,,
90765,Completed,6/09/2023,5022,Grange,SA,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,240.82,21.89,2,,
90754,Completed,6/09/2023,2913,Ngunnawal,ACT,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,169,15.36,1,,
90753,Completed,6/09/2023,3076,EPPING,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,305,27.72,3,,
90750,Completed,6/09/2023,2205,Liverpool,NSW,Visa credit card,0,Local Pick-Up Only,0,98.94,8.99,3,,
90749,Completed,6/09/2023,4118,Hillcrest,QLD,humm,0,Free Shipping over $150,0,285,25.91,1,,
90748,Completed,6/09/2023,5043,MITCHELL PARK,SA,Visa debit card,0,Flat rate,0,24.48,1.36,1,,
90745,Completed,6/09/2023,4800,Cannonvale,QLD,Visa debit card,0,Flat rate,0,25.48,1.45,1,,
90744,Completed,6/09/2023,2261,Killarney Vale,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,156.44,13.36,3,,
90739,Completed,6/09/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,4.527273,Local Pick-Up Only,0,0,0,1,4.53,0.45
90737,Completed,6/09/2023,2170,Mount Pritchard,NSW,Visa debit card,0,Flat rate,0,789,68.09,1,,
90700,Completed,5/09/2023,2155,Rouse Hill,NSW,Visa debit card,0,Local Pick-Up Only,0,919.98,83.64,2,,
90699,Completed,5/09/2023,7250,Launceston,TAS,Mastercard credit card,0,Flat rate,0,45.47,3.27,1,,
90698,Completed,5/09/2023,6155,Canning Vale,WA,Visa credit card,0,Free Shipping over $150,0,192.91,17.53,5,,
90695,Completed,5/09/2023,2749,cranebrook,NSW,Visa debit card,4.53,Flat rate,0,34.44,2.26,2,4.55,0.45
90664,Completed,4/09/2023,7250,Prospect Vale,TAS,"Zip now, pay later",0,Free Shipping over $150,0,199.91,18.17,1,,
90662,Completed,4/09/2023,2571,Picton,NSW,Mastercard debit card,0,Flat rate,0,19.5,0.91,1,,
90661,Completed,4/09/2023,2120,Thornleigh,NSW,Mastercard debit card,0,Flat rate,0,93.5,7.64,1,,
90660,Completed,4/09/2023,2060,McMahons Point,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,89.5,7.27,1,,
90659,Completed,4/09/2023,3214,Norlane,VIC,Visa debit card,0,Flat rate,0,30.49,1.91,1,,
90658,Completed,4/09/2023,2104,Bayview,NSW,Credit or debit cards (via PayPal),0,Free Shipping over $150,0,178.98,16.27,1,,
90657,Completed,4/09/2023,4670,Bundaberg East,QLD,PayPal / Credit Card / Debit Card,4.37,Free Shipping over $150,0,183.12,16.65,1,4.36,0.44
90655,Completed,4/09/2023,3340,Bacchus Marsh,VIC,Visa debit card,0,Free Shipping over $150,0,184.93,16.82,3,,
90651,Completed,4/09/2023,2612,CAMPBELL,ACT,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,299.88,27.26,3,,
90650,Completed,4/09/2023,2232,Sutherland,NSW,PayPal / Credit Card / Debit Card,4.54,Free Shipping over $150,0,221.36,20.12,1,4.55,0.45
90648,Completed,4/09/2023,4113,EIGHT MILE PLAINS,QLD,Afterpay,0,Free Shipping over $150,0,194,17.64,4,,
90618,Completed,4/09/2023,5037,Glandore,SA,Afterpay,0,Flat rate,0,145.49,12.36,3,,
90617,Completed,3/09/2023,2145,Greystanes,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,186.47,16.09,2,,
90616,Completed,3/09/2023,3218,Manifold heights,VIC,Afterpay,0,Flat rate,0,61.53,4.74,6,,
90615,Completed,3/09/2023,4552,Maleny,QLD,Mastercard credit card,0,Free Shipping over $150,0,599.85,54.53,5,,
90614,Completed,3/09/2023,2114,Meadowbank,NSW,Mastercard debit card,0,Flat rate,0,53.5,4,1,,
90613,Completed,3/09/2023,2640,East Albury,NSW,Mastercard debit card,0,Flat rate,0,135.46,11.45,1,,
90609,Completed,3/09/2023,6009,Dalkeith,WA,Amex credit card,0,Free Shipping over $150,0,349,31.73,1,,
90607,Completed,3/09/2023,3691,Baranduda,VIC,Mastercard credit card,0,Flat rate,0,150,12.77,1,,
90605,Completed,3/09/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,0,294,26.73,1,4.55,0.45
90603,Completed,3/09/2023,4563,Lake Macdonald,QLD,Visa credit card,0,Flat rate,0,51.44,3.81,1,,
90581,Completed,3/09/2023,3088,Greensborough,VIC,Afterpay,0,Free Shipping over $150,0,268.91,24.46,6,,
90580,Completed,3/09/2023,3150,Wheelers Hill,VIC,Visa credit card,0,Flat rate,0,885,76.82,1,,
90579,Completed,2/09/2023,2224,SYLVANIA 2224,NSW,Afterpay,0,Flat rate,0,128.5,10.82,1,,
90578,Completed,2/09/2023,2870,Parkes,NSW,Afterpay,8.136364,Flat rate,0,107.75,8.94,3,8.14,0.81
90576,Completed,2/09/2023,2444,Port Macquarie,NSW,Afterpay,0,Flat rate,0,365,29.55,1,,
90574,Completed,2/09/2023,2113,Carlingford,NSW,Mastercard debit card,0,Free Shipping over $150,0,309.91,28.17,1,,
90573,Completed,2/09/2023,5107,Parafield Gardens,SA,Mastercard credit card,0,Free Shipping over $150,0,161.94,14.72,1,,
90571,Completed,2/09/2023,4055,Ferny Hills,QLD,Visa credit card,0,Flat rate,0,28.5,1.73,1,,
90545,Completed,1/09/2023,6163,perth,WA,Visa credit card,0,Free Shipping over $150,0,164.99,15,2,,
90497,Completed,1/09/2023,2747,Jordan Springs,NSW,Mastercard debit card,0,Free Shipping over $150,0,159,14.45,1,,
90448,Completed,1/09/2023,4500,Strathpine,QLD,Afterpay,4.55,Local Pick-Up Only,0,440.95,40.09,8,4.55,0.45
90433,Completed,31/08/2023,3844,Traralgon,VIC,Mastercard debit card,0,Flat rate,0,50.48,3.73,1,,
90432,Completed,31/08/2023,2204,Marrickville,NSW,PayPal / Credit Card / Debit Card,3.44,Free Shipping over $150,0,156.18,14.2,7,3.44,0.34
90429,Completed,31/08/2023,2155,Kellyville,NSW,Visa debit card,0,Local Pick-Up Only,0,145,13.18,1,,
90428,Completed,31/08/2023,4500,Strathpine,QLD,Afterpay,0,Free Shipping over $150,0,1569.98,142.73,3,,
90427,Completed,31/08/2023,2179,Austral,NSW,Afterpay,0,Local Pick-Up Only,0,449,40.82,1,,
90426,Completed,31/08/2023,2179,Austral,NSW,Afterpay,0,Local Pick-Up Only,0,369.98,33.63,1,,
90425,Completed,31/08/2023,2650,Lake Albert,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,24.35,1.35,1,,
90399,Completed,31/08/2023,2617,Kaleen,ACT,Afterpay,0,Free Shipping over $150,0,283,25.74,4,,
90398,Completed,30/08/2023,2167,Glenfield,NSW,Visa debit card,0,Free Shipping over $150,0,183.96,16.72,1,,
90397,Completed,30/08/2023,2152,NORTHMEAD,NSW,PayPal / Credit Card / Debit Card,4.53,Local Pick-Up Only,0,97.86,8.88,7,4.55,0.45
90396,Completed,30/08/2023,4215,Southport,QLD,Mastercard debit card,0,Flat rate,0,98.5,8.09,1,,
90395,Completed,30/08/2023,2800,Orange,NSW,humm,0,Local Pick-Up Only,0,879.98,80,1,,
90392,Completed,30/08/2023,2170,Liverpool,NSW,Amex credit card,0,Free Shipping over $150,0,164.83,14.98,1,,
90390,Completed,30/08/2023,4805,Bowen,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,195,17.73,1,,
90389,Completed,30/08/2023,2760,St Marys,NSW,Afterpay,0,Local Pick-Up Only,0,799,72.64,1,,
90388,Completed,30/08/2023,2179,Austral,NSW,Afterpay,0,Local Pick-Up Only,0,369.98,33.63,1,,
90371,Completed,29/08/2023,2213,Panania,NSW,Mastercard credit card,0,Flat rate,0,365,29.55,1,,
90370,Completed,29/08/2023,4816,ALLIGATOR CREEK,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,29.4,1.81,1,,
90369,Completed,29/08/2023,4207,Logan Village,QLD,Mastercard credit card,0,Flat rate,0,158.5,13.55,1,,
90368,Completed,29/08/2023,3250,Colac,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,144.5,12.27,1,,
90367,Completed,29/08/2023,3156,Ferntree Gully,VIC,Afterpay,4.55,Free Shipping over $150,0,207,18.82,1,4.55,0.45
90366,Completed,29/08/2023,3089,DIAMOND CREEK,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,149.94,13.63,1,,
90349,Completed,28/08/2023,2024,Waverley,NSW,Mastercard debit card,0,Free Shipping over $150,0,276,25.09,1,,
90348,Completed,28/08/2023,3083,Bundoora,VIC,Mastercard debit card,0,Flat rate,0,54.5,4.09,1,,
90347,Completed,28/08/2023,2262,San Remo,NSW,Mastercard debit card,0,Free Shipping over $150,0,479,43.55,1,,
90346,Completed,28/08/2023,3631,Kialla,VIC,Mastercard debit card,0,Flat rate,0,98.48,8.09,1,,
90345,Completed,28/08/2023,3027,Williams Landing,VIC,Visa debit card,0,Free Shipping over $150,0,208.99,19,3,,
90343,Completed,28/08/2023,3027,Williams Landing,VIC,Visa debit card,0,Free Shipping over $150,0,407.18,37.01,5,,
90342,Completed,28/08/2023,2848,Kandos,NSW,humm,4.55,Flat rate,0,146.76,9.71,4,4.55,0.45
90340,Completed,28/08/2023,2171,West Hoxton,NSW,Mastercard debit card,0,Local Pick-Up Only,0,45,4.09,1,,
90337,Completed,28/08/2023,4505,burpengary,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,237,21.55,3,,
90313,Completed,27/08/2023,2749,Cranebrook,NSW,PayPal / Credit Card / Debit Card,4.545455,Free Shipping over $150,0,183.36,16.67,3,4.55,0.45
90312,Completed,27/08/2023,2024,Waverley,NSW,Mastercard debit card,0,Free Shipping over $150,0,300,27.27,1,,
90311,Completed,27/08/2023,6154,Myaree,WA,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,385,35,1,,
90310,Completed,27/08/2023,4036,BALD HILLS,QLD,humm,0,Free Shipping over $150,0,467,42.45,3,,
90309,Completed,27/08/2023,2148,Minchinbury,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,33.74,66.93,6.08,4,4.55,0.45
90308,Completed,27/08/2023,4007,ascot,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,339.98,30.91,8,,
90288,Completed,26/08/2023,2204,Marrickville,NSW,humm,0,Local Pick-Up Only,0,379,34.45,1,,
90287,Completed,26/08/2023,2480,Goonellabah,NSW,Afterpay,4.55,Free Shipping over $150,0,380,34.55,1,4.55,0.45
90270,Completed,25/08/2023,3152,Wheelers Hill,VIC,Visa credit card,0,Free Shipping over $150,0,187.95,17.09,2,,
90269,Completed,25/08/2023,3764,Kilmore,VIC,Mastercard credit card,0,Flat rate,0,84.49,6.82,1,,
90268,Completed,25/08/2023,3931,Mornington,VIC,Afterpay,0,Local Pick-Up Only,0,1209.82,109.96,11,,
90267,Completed,25/08/2023,2144,Auburn,NSW,Credit or debit cards (via PayPal),0,Local Pick-Up Only,0,898.98,81.73,1,,
90266,Completed,25/08/2023,2155,Kellyville,NSW,Visa debit card,4.545455,Local Pick-Up Only,0,313.96,28.54,3,4.55,0.45
90264,Completed,25/08/2023,2303,Hamilton East,NSW,Visa credit card,0,Flat rate,24.97,50.45,3.73,2,,
90237,Completed,24/08/2023,2779,Hazelbrook,NSW,Mastercard debit card,0,Flat rate,0,57.46,4.36,1,,
90234,Completed,24/08/2023,2445,Bonny Hills,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,690,62.73,2,,
90216,Completed,23/08/2023,2257,Umina Beach,NSW,Mastercard credit card,0,Flat rate,0,144.49,12.27,1,,
90215,Completed,23/08/2023,4740,West Mackay,QLD,Mastercard debit card,0,Flat rate,0,117.5,9.82,1,,
90214,Completed,23/08/2023,2360,Inverell,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,98.44,8.09,3,,
90213,Completed,23/08/2023,3128,Box hill,VIC,Afterpay,0,Flat rate,0,106.19,8.79,1,,
90208,Completed,23/08/2023,4356,PITTSWORTH,QLD,Visa debit card,0,Flat rate,0,123.5,10.36,2,,
90207,Completed,23/08/2023,6560,Wundowie,WA,Visa credit card,0,Flat rate,0,141.7,12.02,5,,
90190,Completed,22/08/2023,2225,Oyster Bay,NSW,Afterpay,0,Flat rate,0,154.5,13.18,2,,
90189,Completed,22/08/2023,3922,COWES,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,109.47,9.09,3,,
90188,Completed,22/08/2023,6031,Banksia grove,WA,Afterpay,0,Flat rate,0,128.39,10.81,4,,
90186,Completed,22/08/2023,3882,Nicholson,VIC,PayPal / Credit Card / Debit Card,4.56,Free Shipping over $150,12.5,159.88,14.54,7,4.55,0.45
90184,Completed,22/08/2023,2500,Mount Kembla,NSW,Mastercard debit card,0,Flat rate,0,318.94,25.36,2,,
90183,Completed,22/08/2023,2100,BROOKVALE,NSW,Visa credit card,0,Flat rate,0,57.5,4.37,3,,
90182,Completed,22/08/2023,2290,Dudley,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,385.98,35.09,2,,
90180,Completed,22/08/2023,2145,Greystanes,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,0,564.08,51.28,4,4.55,0.45
90179,Completed,22/08/2023,4074,Westlake,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,98.5,8.09,1,,
90177,Completed,22/08/2023,3199,Frankston South,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,59.48,4.54,1,,
90155,Completed,22/08/2023,7250,Prospect Vale,TAS,PayPal / Credit Card / Debit Card,0,Flat rate,0,124.5,10.45,3,,
90154,Completed,21/08/2023,3030,Point Cook,VIC,Visa credit card,0,Flat rate,0,885,76.82,1,,
90153,Completed,21/08/2023,2137,"CONCORD, 2137, NSW",NSW,"Zip now, pay later",0,Free Shipping over $150,0,153.92,13.99,2,,
90152,Completed,21/08/2023,4306,Deebing Heights,QLD,Visa debit card,0,Flat rate,0,30.47,1.9,2,,
90151,Completed,21/08/2023,2230,Tullamarine,VIC,Credit or debit cards (via PayPal),0,Free Shipping over $150,0,166.44,15.13,2,,
90149,Completed,21/08/2023,2295,FernBay,NSW,Mastercard credit card,0,Local Pick-Up Only,0,2399,218.09,1,,
90148,Completed,21/08/2023,2147,Kings Langley,NSW,Mastercard prepaid card,4.54,Local Pick-Up Only,0,2,0.18,1,4.55,0.45
90145,Completed,21/08/2023,5074,Campbelltown,SA,Visa debit card,0,Free Shipping over $150,0,184.98,16.82,2,,
90144,Completed,21/08/2023,2913,Ngunnawal,ACT,PayPal / Credit Card / Debit Card,4.545455,Free Shipping over $150,0,434.84,39.53,2,4.55,0.45
90125,Completed,21/08/2023,6168,Cooloongup,WA,Mastercard debit card,0,Flat rate,0,36.48,2.45,1,,
90124,Completed,20/08/2023,2529,Flinders,NSW,Afterpay,0,Flat rate,0,64.5,5,6,,
90123,Completed,20/08/2023,2557,Gregory Hills,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,1349,122.64,1,,
90122,Completed,20/08/2023,3823,Yarragon,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,20.48,1,1,,
90121,Completed,20/08/2023,3116,Chirnside Park,VIC,Visa debit card,0,Flat rate,0,43.48,3.09,2,,
90120,Completed,20/08/2023,2152,Northmead,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,450,40.91,1,,
