Order Number,Order Status,Order Date,Postcode (Billing),City (Shipping),State Code (Shipping),Payment Method Title,Cart Discount Amount,Shipping Method Title,Order Refund Amount,Order Total Amount,Order Total Tax Amount,total items ,Discount Amount,Discount Amount Tax
90119,Completed,20/08/2023,2031,Randwick,NSW,Mastercard credit card,0,Flat rate,0,108.5,9,1,,
90118,Completed,20/08/2023,4034,Brisbane,QLD,Visa debit card,0,Flat rate,0,144.49,12.27,1,,
90117,Completed,20/08/2023,2795,Llanarth,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,276,25.09,1,,
90099,Completed,19/08/2023,3978,Clyde North,VIC,Mastercard debit card,0,Flat rate,0,54.5,4.09,1,,
90098,Completed,19/08/2023,4113,EIGHT MILE PLAINS,QLD,Afterpay,0,Free Shipping over $150,0,337.91,30.72,2,,
90096,Completed,19/08/2023,5167,Port Noarlunga south,SA,PayPal / Credit Card / Debit Card,4.55,Flat rate,0,103.98,5.82,1,4.55,0.45
90069,Completed,18/08/2023,2118,Carlingford,NSW,Afterpay,0,Local Pick-Up Only,0,100,9.09,1,,
90068,Completed,18/08/2023,6172,Port kennedy,WA,Afterpay,0,Flat rate,0,79.5,6.36,1,,
90063,Completed,18/08/2023,2785,Blackheath,NSW,Visa debit card,0,Flat rate,0,38,2.59,2,,
90062,Completed,18/08/2023,2010,Darlinghurst,NSW,Visa debit card,0,Flat rate,0,37.5,2.55,1,,
90061,Completed,18/08/2023,2122,Marsfield,NSW,Afterpay,0,Local Pick-Up Only,0,279.98,25.45,1,,
90060,Completed,18/08/2023,4069,Kenmore,QLD,Afterpay,0,Local Pick-Up Only,0,495,45,1,,
90037,Completed,17/08/2023,3806,Berwick,VIC,Amex credit card,0,Flat rate,0,118.3,9.9,4,,
90036,Completed,17/08/2023,3338,Weir Views,VIC,Visa credit card,0,Flat rate,0,43.48,3.09,1,,
90034,Completed,17/08/2023,4880,Mareeba,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,86.3,6.97,4,,
90033,Completed,17/08/2023,4655,Eli Waters,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,109.48,9.09,1,,
90032,Completed,17/08/2023,2225,Oyster Bay,NSW,Afterpay,0,Flat rate,0,95.3,7.8,3,,
90030,Completed,17/08/2023,2068,Willoughby,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,63.46,4.91,1,,
90027,Completed,17/08/2023,2046,Woongarrah,NSW,Visa debit card,0,Flat rate,0,188.98,13.54,1,,
90003,Completed,16/08/2023,2528,Mount Warrigal,NSW,Visa debit card,0,Flat rate,0,69.48,5.45,1,,
90002,Completed,16/08/2023,3437,Gisborne,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,394.96,35.9,6,,
90001,Completed,16/08/2023,3130,Blackburn Sth,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,29.96,92.44,7.54,3,,
90000,Completed,16/08/2023,2153,Norwest,NSW,Visa debit card,0,Local Pick-Up Only,49.98,141.91,12.9,3,,
89998,Completed,16/08/2023,3631,Kialla,VIC,Mastercard debit card,0,Flat rate,0,96.5,7.91,1,,
89997,Completed,16/08/2023,6707,Exmouth,WA,Visa credit card,0,Free Shipping over $150,80,420,38.18,1,,
89996,Completed,16/08/2023,2765,Riverstone,NSW,Visa debit card,0,Local Pick-Up Only,0,108.98,9.92,4,,
89989,Completed,16/08/2023,3939,Fingal,VIC,PayPal / Credit Card / Debit Card,4.55,Free Shipping over $150,0,156.94,14.27,4,4.55,0.45
89981,Completed,16/08/2023,3167,Oakleigh South,VIC,Visa debit card,0,Free Shipping over $150,0,269,24.45,1,,
89957,Completed,15/08/2023,2333,Muswellbrook,NSW,Mastercard debit card,0,Flat rate,0,139.48,11.82,2,,
89949,Completed,15/08/2023,4670,Bundaberg East,QLD,PayPal / Credit Card / Debit Card,17,Free Shipping over $150,0,195.8,17.8,3,17,1.7
89947,Completed,15/08/2023,5050,Bellevue Heights,SA,PayPal / Credit Card / Debit Card,0,Flat rate,0,42.48,3,1,,
89946,Completed,15/08/2023,3377,Ararat,VIC,Mastercard debit card,0,Flat rate,0,149,9.91,1,,
89945,Completed,15/08/2023,2070,East Lindfield,NSW,Mastercard credit card,1.909091,Local Pick-Up Only,0,138.4,12.58,1,1.91,0.19
89943,Completed,15/08/2023,3109,DONCASTER EAST,VIC,PayPal / Credit Card / Debit Card,4.55,Flat rate,0,20.48,1,1,4.55,0.45
89942,Completed,15/08/2023,2571,Picton,NSW,Mastercard prepaid card,0,Flat rate,0,45.5,3.27,1,,
89939,Completed,14/08/2023,2141,LIDCOMBE,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,69.48,5.45,1,,
89938,Completed,14/08/2023,2228,Miranda,NSW,PayPal / Credit Card / Debit Card,24.84,Flat rate,9.5,52.02,3.86,3,24.85,2.48
89936,Completed,14/08/2023,4164,Thornlands,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,1169,102.64,1,,
89935,Completed,14/08/2023,2430,Black Head,NSW,humm,0,Flat rate,0,73.05,5.78,1,,
89934,Completed,14/08/2023,2281,CATHERINE HILL BAY,NSW,Visa credit card,4.54,Free Shipping over $150,18.73,173.94,15.81,4,4.55,0.45
89933,Completed,14/08/2023,5072,Woodforde,SA,Visa debit card,4.55,Free Shipping over $150,0,158.95,14.46,5,4.55,0.45
89932,Completed,14/08/2023,6503,Gingin,WA,Mastercard credit card,0,Flat rate,0,49.49,3.64,1,,
89912,Completed,14/08/2023,4817,Alice River,QLD,Mastercard credit card,0,Free Shipping over $150,0,732.34,66.58,6,,
89910,Completed,13/08/2023,3038,Melbourne,VIC,Mastercard debit card,0,Flat rate,0,39.5,2.73,1,,
89909,Completed,13/08/2023,2777,Winmalee,NSW,Visa debit card,0,Free Shipping over $150,0,153.78,13.98,5,,
89908,Completed,13/08/2023,4702,Gracemere,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,115.42,9.64,4,,
89907,Completed,13/08/2023,6076,Lesmurdie,WA,Visa credit card,0,Flat rate,0,33.46,2.18,1,,
89906,Completed,13/08/2023,2206,Earlwood,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,885,76.82,1,,
89905,Completed,13/08/2023,4500,Bray Park,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,43.46,3.09,2,,
89904,Completed,13/08/2023,2580,Goulburn,NSW,"Zip now, pay later",0,Flat rate,0,603.98,51.28,3,,
89903,Completed,13/08/2023,2749,Cranebrook,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,183.98,16.73,2,,
89902,Completed,13/08/2023,3030,Point Cook,VIC,Visa credit card,0,Flat rate,0,139.5,11.82,1,,
89901,Completed,13/08/2023,2769,the ponds,NSW,Visa credit card,0,Local Pick-Up Only,0,145,13.18,1,,
89885,Completed,12/08/2023,2204,Marrickville,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,154.94,14.09,5,,
89884,Completed,12/08/2023,2122,eastwood,NSW,Visa debit card,0,Local Pick-Up Only,0,24.99,2.27,1,,
89883,Completed,12/08/2023,2326,Weston,NSW,Visa debit card,0,Flat rate,0,25.48,1.45,1,,
89882,Completed,12/08/2023,3978,Clyde,VIC,Mastercard credit card,0,Flat rate,0,378,30.73,1,,
89881,Completed,12/08/2023,4051,Wilston,QLD,Afterpay,0,Free Shipping over $150,0,780,70.91,2,,
89867,Completed,11/08/2023,4300,Springfield,QLD,Visa debit card,0,Flat rate,0,29.5,1.82,1,,
89866,Completed,11/08/2023,6167,Parmelia,WA,Visa debit card,0,Flat rate,0,108.5,9,1,,
89865,Completed,11/08/2023,2020,Mascot,NSW,Mastercard credit card,0,Flat rate,0,117.5,9.82,1,,
89864,Completed,11/08/2023,2615,Spence,ACT,Visa debit card,0,Free Shipping over $150,0,262.98,23.91,2,,
89862,Completed,11/08/2023,2753,Richmond,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,102.4,8.45,2,,
89861,Completed,11/08/2023,2228,Miranda,NSW,PayPal / Credit Card / Debit Card,4.54,Local Pick-Up Only,0,1094,99.45,1,4.55,0.45
89860,Completed,11/08/2023,4873,Cooya Beach,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,118.55,9.91,1,,
89859,Completed,11/08/2023,3195,Parkdale,VIC,Mastercard debit card,8.03,Free Shipping over $150,0,156.11,14.19,4,8.03,0.8
89857,Completed,11/08/2023,3631,Arcadia,VIC,Mastercard debit card,41.93,Flat rate,0,28.35,1.71,1,4.55::37.39,0.45::3.74
89855,Completed,11/08/2023,3631,Arcadia,VIC,Visa credit card,0,Free Shipping over $150,0,1645,149.55,1,,
89854,Completed,11/08/2023,7112,68 Garden Island Creek,TAS,Mastercard debit card,0,Flat rate,0,220,16.36,1,,
89834,Completed,10/08/2023,2262,Blue Haven,NSW,Visa debit card,0,Flat rate,0,34.48,2.27,1,,
89833,Completed,10/08/2023,5095,Mawson lakes,SA,PayPal / Credit Card / Debit Card,4.55,Free Shipping over $150,0,159.83,14.53,1,4.55,0.45
89832,Completed,10/08/2023,2527,Calderwood,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,34.45,2.27,1,,
89830,Completed,10/08/2023,3058,Coburg,VIC,Visa credit card,0,Flat rate,0,56.08,4.23,8,,
89829,Completed,10/08/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,4.54,Local Pick-Up Only,0,47,4.27,1,4.55,0.45
89828,Completed,10/08/2023,2119,Beecroft,NSW,Visa credit card,0,Flat rate,0,47.5,3.45,1,,
89827,Completed,10/08/2023,2076,North Wahroonga,NSW,Mastercard credit card,0,Free Shipping over $150,0,528.98,48.09,2,,
89806,Completed,10/08/2023,2112,Putney,NSW,Visa debit card,0,Local Pick-Up Only,0,640.92,58.27,5,,
89732,Completed,10/08/2023,2229,Caringbah South,NSW,Amex credit card,0,Flat rate,0,35.46,2.36,1,,
89704,Completed,9/08/2023,4069,Chapel Hill,QLD,Mastercard credit card,0,Free Shipping over $150,0,159,14.45,1,,
89703,Completed,9/08/2023,3047,Jacana,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,39.49,2.73,1,,
89702,Completed,9/08/2023,2155,Kellyville,NSW,Visa credit card,0,Flat rate,0,54.49,4.09,1,,
89701,Completed,9/08/2023,3066,Collingwood,VIC,Mastercard credit card,0,Free Shipping over $150,0,263.94,23.99,1,,
89700,Completed,9/08/2023,3183,St Kilda East,VIC,Mastercard debit card,0,Flat rate,0,89.45,7.27,1,,
89699,Completed,9/08/2023,2111,Gladesville,NSW,Credit or debit cards (via PayPal),0,Flat rate,0,39.48,2.73,1,,
89697,Completed,9/08/2023,3089,Diamond Creek,VIC,Afterpay,0,Flat rate,0,716,61.45,1,,
89696,Completed,9/08/2023,6208,Pinjarra,WA,Mastercard debit card,0,Flat rate,0,74.49,5.91,3,,
89675,Completed,8/08/2023,4207,Eagleby,QLD,Afterpay,0,Flat rate,0,59.48,4.54,1,,
89674,Completed,8/08/2023,3806,Harkaway,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,13.95,318.95,29,4,,
89672,Completed,8/08/2023,4122,Mt Gravatt East,QLD,Mastercard prepaid card,4.545455,Flat rate,0,42.37,2.99,3,4.55,0.45
89671,Completed,8/08/2023,2166,Cabramatta,NSW,PayPal / Credit Card / Debit Card,4.55,Local Pick-Up Only,0,1194,108.55,1,4.55,0.45
89670,Completed,8/08/2023,2440,Gladstone,NSW,Mastercard debit card,0,Flat rate,0,159.96,10.91,1,,
89668,Completed,8/08/2023,2760,Oxley Park,NSW,Visa debit card,0,Local Pick-Up Only,0,21.98,2,2,,
89650,Completed,7/08/2023,2614,Aranda,ACT,Mastercard credit card,0,Flat rate,0,569,48.09,1,,
89649,Completed,7/08/2023,6031,Banksia grove,WA,Afterpay,0,Flat rate,0,154.5,13.18,1,,
89648,Completed,7/08/2023,3153,Bayswater,VIC,Mastercard credit card,0,Flat rate,0,129.5,10.91,1,,
89647,Completed,7/08/2023,4104,Upper Mount Gravatt,QLD,Mastercard debit card,0,Flat rate,0,128.5,10.82,1,,
89646,Completed,7/08/2023,2633,Delegate,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,204.94,14.99,1,,
89630,Completed,7/08/2023,2160,Merrylands,NSW,Afterpay,0,Local Pick-Up Only,0,540.98,49.18,2,,
89629,Completed,6/08/2023,6038,Alkimos,WA,Afterpay,0,Flat rate,0,78.49,6.27,2,,
89628,Completed,6/08/2023,3195,Parkdale,VIC,Mastercard debit card,0,Free Shipping over $150,0,159.94,14.53,4,,
89627,Completed,6/08/2023,2440,Collombatti,NSW,humm,0,Flat rate,0,139.47,11.82,3,,
89626,Completed,6/08/2023,3124,"Camberwell, Melbourne",VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,199,18.09,1,,
89625,Completed,6/08/2023,6053,Bayswater,WA,Visa debit card,0,Flat rate,0,108.5,9,1,,
89624,Completed,6/08/2023,2642,Glenellen,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,379,34.45,1,,
89623,Completed,6/08/2023,2304,Warabrook,NSW,Mastercard debit card,0,Flat rate,0,31.49,2,1,,
89622,Completed,6/08/2023,7018,Bellerive,TAS,Visa debit card,0,Flat rate,0,93.38,7.62,2,,
89621,Completed,6/08/2023,4053,Mitchelton,QLD,Visa debit card,0,Flat rate,0,79.48,6.36,1,,
89620,Completed,6/08/2023,2540,Sanctuary Point,NSW,PayPal / Credit Card / Debit Card,4.55,Flat rate,0,282.95,22.1,3,4.55,0.45
89598,Completed,6/08/2023,2763,Quakers Hill,NSW,Afterpay,0,Local Pick-Up Only,0,20.98,1.91,1,,
89597,Completed,5/08/2023,2111,GLADESVILLE,NSW,Visa credit card,0,Free Shipping over $150,0,164,14.91,2,,
89596,Completed,5/08/2023,3029,HOPPERS CROSSING,VIC,Afterpay,0,Flat rate,0,94.5,7.73,1,,
89594,Completed,5/08/2023,5116,Evanston Park,SA,Visa credit card,0,Flat rate,0,44.45,3.18,1,,
89593,Completed,5/08/2023,3064,Craigieburn,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,38.48,2.63,1,,
89592,Completed,5/08/2023,2560,Rosemeadow,NSW,Visa debit card,0,Flat rate,0,288.92,22.63,3,,
89591,Completed,5/08/2023,2281,Caves beach,NSW,Credit or debit cards (via PayPal),0,Free Shipping over $150,0,568,51.64,2,,
89570,Completed,4/08/2023,3844,TRARALGON,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,98.5,8.09,1,,
89569,Completed,4/08/2023,6171,Baldivis,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,144.5,12.27,1,,
89568,Completed,4/08/2023,2752,Mulgoa,NSW,Visa debit card,0,Local Pick-Up Only,0,55.92,5.08,4,,
89567,Completed,4/08/2023,2776,Faulconbridge,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,148.49,12.64,2,,
89545,Completed,3/08/2023,4510,Caboolture,QLD,Afterpay,0,Flat rate,0,27.46,1.63,2,,
89544,Completed,3/08/2023,2529,Flinders,NSW,humm,0,Free Shipping over $150,0,228.98,20.82,1,,
89543,Completed,3/08/2023,3156,Ferntree Gully,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,238.97,18.08,3,,
89540,Completed,3/08/2023,2259,Hamlyn Terrace,NSW,Visa debit card,0,Flat rate,74.5,74.5,5.91,1,,
89539,Completed,3/08/2023,6031,Banksia Grove,WA,Mastercard debit card,0,Free Shipping over $150,0,369.96,33.63,1,,
89537,Completed,3/08/2023,6168,Rockingham,WA,Afterpay,0,Free Shipping over $150,0,250,22.73,1,,
89533,Completed,3/08/2023,4715,Biloela,QLD,PayPal / Credit Card / Debit Card,11.77,Free Shipping over $150,80,307.05,27.91,1,11.77,1.18
89531,Completed,3/08/2023,2110,Hunters Hill,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,273.9,24.9,3,,
89507,Completed,2/08/2023,2330,Hunterview,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,75.46,6,1,,
89504,Completed,2/08/2023,2761,plumpton,NSW,Mastercard debit card,0,Local Pick-Up Only,0,496.96,45.17,6,,
89503,Completed,2/08/2023,2077,Hornsby,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,58.5,4.45,1,,
89501,Completed,2/08/2023,2300,Newcastle,NSW,Visa debit card,0,Flat rate,0,98.5,8.09,1,,
89470,Completed,1/08/2023,2529,Flinders,NSW,Mastercard debit card,21.845455,Flat rate,0,60.32,4.62,1,21.85,2.18
89468,Completed,1/08/2023,4207,Eagleby,QLD,Mastercard credit card,0,Flat rate,0,149.96,10,1,,
89467,Completed,1/08/2023,2529,Flinders,NSW,humm,0,Free Shipping over $150,0,686.94,62.45,1,,
89466,Completed,1/08/2023,3030,WERRIBEE,VIC,PayPal / Credit Card / Debit Card,0,Flat rate,0,33.5,2.18,1,,
89465,Completed,1/08/2023,2230,Woolooware,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,74.9,5.95,3,,
89464,Completed,1/08/2023,7250,Trevallyn,TAS,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,184,16.73,2,,
89463,Completed,1/08/2023,2767,Doonside,NSW,Mastercard debit card,0,Local Pick-Up Only,0,33.98,3.09,1,,
89462,Completed,1/08/2023,2767,Doonside,NSW,Mastercard debit card,0,Local Pick-Up Only,0,24.99,2.27,1,,
89461,Completed,1/08/2023,2756,Bligh Park,NSW,Afterpay,0,Flat rate,0,32.5,2.09,1,,
89460,Completed,1/08/2023,2767,Doonside,NSW,Mastercard debit card,0,Local Pick-Up Only,0,24.99,2.27,1,,
89459,Completed,1/08/2023,2048,Stanmore,NSW,Mastercard credit card,0,Flat rate,0,54.5,4.09,1,,
89457,Completed,1/08/2023,2642,Glenellen,NSW,Afterpay,0,Free Shipping over $150,0,228.98,20.82,1,,
89438,Completed,31/07/2023,2256,Woy Woy,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,61.49,4.73,1,,
89437,Completed,31/07/2023,2283,TORONTO,NSW,"Zip now, pay later",0,Flat rate,0,48.5,3.55,1,,
89436,Completed,31/07/2023,3195,Parkdale,VIC,Mastercard debit card,0,Free Shipping over $150,0,167.76,15.24,3,,
89435,Completed,31/07/2023,2191,Belfield,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,24.83,1.39,1,,
89433,Completed,31/07/2023,2766,rooty hill,NSW,Afterpay,4.55,Local Pick-Up Only,0,585.98,53.27,3,4.55,0.45
89432,Completed,31/07/2023,2144,Auburn,NSW,Afterpay,0,Flat rate,0,52.44,3.9,2,,
89431,Completed,31/07/2023,2122,Marsfield,NSW,Afterpay,30.527273,Local Pick-Up Only,0,56.42,5.13,1,30.53,3.05
89416,Completed,31/07/2023,2229,Caringbah South,NSW,Amex credit card,0,Flat rate,0,49.49,3.64,1,,
89415,Completed,31/07/2023,2465,Harwood,NSW,Afterpay,4.55,Flat rate,0,39.48,2.73,1,4.55,0.45
89414,Completed,31/07/2023,4101,West End,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,58.5,4.45,1,,
89413,Completed,31/07/2023,2120,Pennant Hills,NSW,Visa debit card,0,Flat rate,0,29.46,1.81,1,,
89412,Completed,31/07/2023,4164,Thornlands,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,129.49,10.91,1,,
89411,Completed,31/07/2023,2761,Plumpton,NSW,Visa debit card,0,Flat rate,0,19.49,0.91,1,,
89391,Completed,30/07/2023,6027,Mullaloo,WA,Afterpay,0,Flat rate,0,62.3,4.8,3,,
89390,Completed,30/07/2023,2127,Wentworth Point,NSW,Afterpay,4.56,Local Pick-Up Only,0,97.02,8.83,6,4.55,0.45
89389,Completed,30/07/2023,2763,acacia gardens,NSW,Visa credit card,0,Local Pick-Up Only,0,53.96,4.91,1,,
89388,Completed,30/07/2023,4132,Marsden,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,34.48,2.27,1,,
89366,Completed,29/07/2023,4075,Oxley,QLD,Visa credit card,0,Flat rate,0,25.48,1.45,1,,
89365,Completed,29/07/2023,2229,Caringbah,NSW,humm,6.26,Free Shipping over $150,0,192.07,17.46,2,6.25,0.63
89363,Completed,29/07/2023,4207,Yarrabilba,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,128.5,10.82,1,,
89362,Completed,29/07/2023,4807,Ayr,QLD,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,230,20.91,1,,
89361,Completed,29/07/2023,2147,Seven Hills,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,276,25.09,1,,
89360,Completed,29/07/2023,2154,Castle Hill,NSW,Visa credit card,0,Free Shipping over $150,0,150,13.64,1,,
89359,Completed,29/07/2023,2785,Blackheath,NSW,Visa debit card,5.63,Flat rate,0,72.24,5.7,2,5.64,0.56
89357,Completed,29/07/2023,2621,Bywong,NSW,Mastercard debit card,0,Flat rate,0,108.5,9,1,,
89342,Completed,28/07/2023,2025,Woollahra,NSW,Visa debit card,17.4,Free Shipping over $150,0,776.6,70.6,2,17.39,1.74
89340,Completed,28/07/2023,4218,Mermaid waters,QLD,Mastercard debit card,0,Flat rate,0,209,15.36,1,,
89339,Completed,28/07/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,1.436364,Local Pick-Up Only,0,43.42,3.95,1,1.44,0.14
89329,Completed,28/07/2023,4350,Jondaryan,QLD,"Zip now, pay later",0,Free Shipping over $150,0,466.95,42.45,3,,
89328,Completed,28/07/2023,6051,Maylands,WA,Mastercard credit card,0,Local Pick-Up Only,0,49,4.45,1,,
89310,Completed,28/07/2023,2750,South Penrith,NSW,"Zip now, pay later",0,Free Shipping over $150,0,859.81,78.17,5,,
89308,Completed,27/07/2023,2065,Naremburn,NSW,Mastercard credit card,0,Free Shipping over $150,0,1934.96,175.91,2,,
89307,Completed,27/07/2023,3806,Berwick,VIC,Visa credit card,0,Free Shipping over $150,0,287.98,26.18,2,,
89306,Completed,27/07/2023,2284,Teralba,NSW,Visa debit card,0,Free Shipping over $150,0,400,36.36,1,,
89305,Completed,27/07/2023,2642,Glenellen,NSW,"Zip now, pay later",0,Free Shipping over $150,0,757.49,68.88,21,,
89304,Completed,27/07/2023,6051,Maylands,WA,Mastercard credit card,0,Flat rate,0,564,47.64,1,,
89300,Completed,27/07/2023,0812,Karama,NT,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,170.98,15.55,2,,
89292,Completed,27/07/2023,2754,NORTH RICHMOND,NSW,Afterpay,0,Local Pick-Up Only,0,278,25.27,3,,
89291,Completed,27/07/2023,2795,Kelso,NSW,Visa debit card,0,Free Shipping over $150,0,499,45.36,1,,
89271,Completed,26/07/2023,2122,Marsfield,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,150,13.64,2,,
89266,Completed,26/07/2023,2204,MARRICKVILLE,NSW,Mastercard credit card,0,Free Shipping over $150,0,248.98,22.63,3,,
89264,Completed,26/07/2023,2906,Conder,ACT,Mastercard debit card,0,Flat rate,0,75.46,6,1,,
89263,Completed,26/07/2023,6210,Dudley Park,WA,PayPal / Credit Card / Debit Card,0,Flat rate,0,39.5,2.73,1,,
89262,Completed,26/07/2023,2122,Marsfield,NSW,Afterpay,4.545455,Local Pick-Up Only,32.27,1349.88,122.72,5,4.55,0.45
89239,Completed,26/07/2023,2041,Birchgrove,NSW,Mastercard credit card,0,Free Shipping over $150,0,596,54.18,1,,
89238,Completed,25/07/2023,2904,Gowrie,ACT,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,276,25.09,1,,
89237,Completed,25/07/2023,2541,Nowra,NSW,PayPal / Credit Card / Debit Card,0,Local Pick-Up Only,0,355.92,32.36,7,,
89236,Completed,25/07/2023,2200,Bankstown,NSW,Mastercard debit card,0,Local Pick-Up Only,0,84,7.64,1,,
89235,Completed,25/07/2023,3205,South Melbourne,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,441.98,40.18,2,,
89234,Completed,25/07/2023,6258,Manjimup,WA,Visa debit card,11.21,Flat rate,0,61.17,4.69,4,11.21,1.12
89232,Completed,25/07/2023,2148,Blacktown,NSW,PayPal / Credit Card / Debit Card,4.545455,Local Pick-Up Only,0,64.98,5.9,2,4.55,0.45
89230,Completed,25/07/2023,2233,Engadine,NSW,Mastercard credit card,0,Local Pick-Up Only,0,349.97,31.81,3,,
89227,Completed,25/07/2023,3030,Point Cook,VIC,Afterpay,4.54,Free Shipping over $150,0,172.98,15.72,2,4.55,0.45
89226,Completed,25/07/2023,2605,CURTIN,ACT,PayPal / Credit Card / Debit Card,0,Flat rate,0,108.5,9,1,,
89225,Completed,25/07/2023,2760,Colyton,NSW,Afterpay,0,Flat rate,0,37.46,2.54,1,,
89224,Completed,25/07/2023,4869,Bentley park,QLD,Mastercard debit card,0,Flat rate,0,74.5,5.91,1,,
89204,Completed,25/07/2023,3101,Kew,VIC,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,149.96,13.63,1,,
89203,Completed,24/07/2023,2450,Coffs Harbour,NSW,PayPal / Credit Card / Debit Card,0,Flat rate,0,39.49,2.73,1,,
89202,Completed,24/07/2023,4825,Breakaway,QLD,PayPal / Credit Card / Debit Card,0,Flat rate,0,1589,140.82,1,,
89201,Completed,24/07/2023,2627,Jindabyne,NSW,PayPal / Credit Card / Debit Card,0,Free Shipping over $150,0,218.78,19.89,3,,
89199,Completed,24/07/2023,3173,Keysborough,VIC,Afterpay,0,Flat rate,0,109.48,9.09,1,,
89198,Completed,24/07/2023,2765,Gables,NSW,Afterpay,0.936364,Local Pick-Up Only,0,45.93,4.17,2,0.94,0.09
89176,Completed,23/07/2023,2152,Northmead,NSW,Amex credit card,0,Flat rate,0,101.44,8.37,4,,
