Name,Categories,Brand,Order Number,Order Status,Order Date,City (Shipping),State Code (Shipping),Postcode (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Total Amount,Item #,Quantity (- Refund),Item Cost
Grey DIN Gate Valve - 25mm,,Sanking Plumbing,17119,Completed,20/07/2021 1:50,CARISBROOK,VIC,3464,PayPal,0,203.99,Flat rate,9.99,213.98,1,2,70
Grey DIN Pipe Clip - 25mm(DN20),,Sanking Plumbing,17119,Completed,20/07/2021 1:50,CARISBROOK,VIC,3464,PayPal,0,203.99,Flat rate,9.99,213.98,2,2,2
AquaClear 30 Filter,Filters > Hang On Filters,AquaClear,17122,Completed,20/07/2021 11:10,Donvale,VIC,3111,CreditCard,0,67,Sendle Parcel Delivery,0,67,1,1,67
Quantum Reef Essential LPS Macro Probiotic Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Quantum,17123,Completed,20/07/2021 12:30,Cardiff,NSW,2285,Afterpay,0,169.99,Flat rate,9.99,179.98,2,1,120
Aqua One Aquis 750 Series II Canister Filter 650L/Hr,"Filters > Canister Filters, Heavy & Bulky",Aqua One,17125,Completed,20/07/2021 15:52,BASSENDEAN,WA,6054,CreditCard,0,154,Sendle Parcel Delivery,0,154,1,1,154
Eheim Jager Heater 250W,Heaters,Eheim,17126,Completed,20/07/2021 17:47,Yarrawonga,VIC,3730,CreditCard,0,79.98,Sendle Parcel Delivery,0,79.98,1,1,79.98
Red DIN Pagoda Socket Joints - 25mm,,Sanking Plumbing,17127,Completed,20/07/2021 20:36,Kellyville,NSW,2155,PayPal,0,20,Local Pick-Up Only,0,20,2,2,8
Grey DIN 45 Degree Elbow - 25mm,,Sanking Plumbing,17127,Completed,20/07/2021 20:36,Kellyville,NSW,2155,PayPal,0,20,Local Pick-Up Only,0,20,1,1,4
Converter Male Pushin - 40mm,,Sanking Plumbing,17136,Completed,21/07/2021 11:12,Manly,NSW,2095,PayPal,0,34,Flat rate,9.99,43.99,1,2,17
Aqua One Aquis 750 Series II Canister Filter 650L/Hr,"Filters > Canister Filters, Heavy & Bulky",Aqua One,17148,Completed,21/07/2021 13:36,Stirling,WA,6021,CreditCard,0,154,Sendle Parcel Delivery,0,154,1,1,154
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,17149,Completed,21/07/2021 14:31,Dandenong North,VIC,3175,Afterpay,0,99.98,Flat rate,9.99,109.97,1,1,99.98
SICCE Voyager NANO 1000,Wavemakers,Sicce,17151,Completed,21/07/2021 15:00,Lyndhurst,VIC,3975,CreditCard,0,59.98,Sendle Parcel Delivery,0,59.98,1,1,59.98
"Quantum Reef Essential 1000ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,17190,Completed,21/07/2021 19:06,Casula,NSW,2170,CreditCard,0,39.99,Sendle Parcel Delivery,0,39.99,1,1,39.99
Grey DIN 90 Degree Elbow - 20mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,5,3,3
Red DIN UPVC Pipe Per Metre - 20mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,8,2,9
Red DIN UPVC Pipe Per Metre - 32mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,4,1,16
Grey DIN UPVC Coupling - 40mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,1,1,10
Grey DIN Push In Reducer - 40-32mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,3,2,4
Grey DIN 90 Degree Elbow - 25mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,6,2,6
Grey DIN Push In Reducer - 40-32mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,3,2,4
Grey DIN 90 Degree Crescent Moon Elbow - 25mm,,Sanking Plumbing,17283,Completed,22/07/2021 13:39,Granville,QLD,4650,PayPal,0,120,Flat rate,9.99,129.99,7,1,17
Aqua Excel Nano Skimmer,Protein Skimmer,Aqua Excel,17284,Completed,22/07/2021 17:46,Hornsby,NSW,2077,"Zip now, pay later",0,129.98,Flat rate,9.99,139.97,1,1,129.98
Viking Helmet - Medium,Decoration > Ornaments,Kazoo,17286,Completed,23/07/2021 0:06,Runaway Bay,QLD,4216,CreditCard,0,14.36,Sendle Parcel Delivery,0,14.36,1,1,14.36
SICCE Voyager Syncra SILENT 1.5,Return Pumps,Sicce,17287,Completed,23/07/2021 5:08,BEXLEY,NSW,NSW,PayPal,0,77,Flat rate,9.99,86.99,1,1,77
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,17292,Completed,23/07/2021 11:53,Banora Point,NSW,2485,CreditCard,0,39.98,Sendle Parcel Delivery,0,39.98,1,2,19.99
API Algaefix 237ml,Chemicals > Freshwater Supplements,API,17295,Completed,23/07/2021 18:38,Lalor Park,NSW,2147,CreditCard,0,32.98,Sendle Parcel Delivery,0,32.98,1,1,32.98
Grey DIN True Union Ball Valve - 40mm,,Sanking Plumbing,17410,Completed,24/07/2021 12:12,Hoppers Crossing,VIC,3029,PayPal,0,60,Flat rate,9.99,69.99,1,1,60
ME Coral Glue 20g Extra Thick Cyanoacrylate,Coral Propagation > Coral Glue,ME,17512,Completed,24/07/2021 13:15,Mardi,NSW,2259,CreditCard,0,14.99,Sendle Parcel Delivery,0,14.99,1,1,14.99
Eheim Jager Heater 150W,Heaters,Eheim,17784,Completed,24/07/2021 17:00,Sutherland,NSW,2232,CreditCard,0,66.98,Sendle Parcel Delivery,0,66.98,1,1,66.98
SICCE Voyager Syncra SILENT 0.5,Return Pumps,Sicce,17786,Completed,24/07/2021 19:10,BEXLEY,NSW,NSW,Afterpay,0,51,Flat rate,9.99,60.99,1,1,51
Reef Rock W/Coral &amp; Plants-Medium,Decoration > Ornaments,Kazoo,17787,Completed,24/07/2021 19:48,Middle Swan,WA,6056,CreditCard,0,21.56,Sendle Parcel Delivery,0,21.56,1,1,21.56
SICCE Voyager Syncra SILENT 1.0,Return Pumps,Sicce,17819,Completed,25/07/2021 0:02,East Toowoomba,QLD,4350,PayPal,0,127.99,Flat rate,9.99,137.98,2,1,68
Red Sea Reef Foundation B 1kg,Chemicals > Marine Supplements,Red Sea,17820,Completed,25/07/2021 0:48,Epping,VIC,3076,CreditCard,0,36.5,Sendle Parcel Delivery,0,36.5,1,1,36.5
Aqua One Betta Sanctuary - White,,Aqua One,17880,Completed,25/07/2021 12:31,Blacktown,NSW,2148,PayPal,0,96.56,Local Pick-Up Only,0,96.56,1,1,79
Coral W/Rock &amp; Plants - Small,Decoration > Ornaments,Kazoo,17880,Completed,25/07/2021 12:31,Blacktown,NSW,2148,PayPal,0,96.56,Local Pick-Up Only,0,96.56,2,1,17.56
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,18025,Completed,25/07/2021 15:08,Moncrieff,ACT,2914,CreditCard,0,24.98,Sendle Parcel Delivery,0,24.98,1,1,24.98
Mesh Lid Set To Suit Aquariums Up To 65 X 65cm,"Accessories > Mesh Covers, Net Cover",Aqua One,18090,Completed,25/07/2021 16:22,Quirindi,NSW,2343,CreditCard,0,81.98,Sendle Parcel Delivery,0,81.98,1,1,81.98
Chinese Dragon - Small - Gold/Grey/Jade,Decoration > Ornaments,Kazoo,18091,Completed,25/07/2021 20:25,Ferntree Gully,VIC,3156,CreditCard,0,12.76,Sendle Parcel Delivery,0,12.76,1,1,12.76
Red Sea Coral Pro Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Red Sea,18093,Completed,25/07/2021 21:01,Sydney,NSW,2000,PayPal,0,344,Local Pick-Up Only,0,344,1,2,172
Aqua One Heater ThermoSafe 300W 36cm,Heaters,Aqua One,18099,Completed,26/07/2021 14:28,Winston Hills,NSW,2153,PayPal,0,123.98,Flat rate,9.99,133.97,2,1,39.98
Master Soil Next HG Black 8L,"Heavy & Bulky, Substrates > Plant Substrate",MasterSoil,18099,Completed,26/07/2021 14:28,Winston Hills,NSW,2153,PayPal,0,123.98,Flat rate,9.99,133.97,1,2,42
"Quantum Reef Essential 500ml Aragonite A - Calcium, Strontium, Barium",Chemicals > Marine Supplements,Quantum,18100,Completed,26/07/2021 15:54,Manly,NSW,2095,PayPal,0,219.62,Flat rate,9.99,229.61,4,1,24.99
"Quantum Reef Essential 500ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,18100,Completed,26/07/2021 15:54,Manly,NSW,2095,PayPal,0,219.62,Flat rate,9.99,229.61,5,1,24.99
Quantum Reef Essential 500ml Aragonite C - Magnesium Sulphate and Trace,Chemicals > Marine Supplements,Quantum,18100,Completed,26/07/2021 15:54,Manly,NSW,2095,PayPal,0,219.62,Flat rate,9.99,229.61,6,1,24.99
Eheim Jager Heater 50W,Heaters,Eheim,18102,Completed,26/07/2021 20:24,Bexley,NSW,2207,CreditCard,0,55.98,Sendle Parcel Delivery,0,55.98,1,1,55.98
Skull W/Moss &amp; Air - Small,Decoration > Ornaments,Kazoo,18103,Completed,27/07/2021 11:58,North Rocks,NSW,2151,CreditCard,0,11.16,Sendle Parcel Delivery,0,11.16,1,1,11.16
Aquael Platinium Heater 300W,Heaters,Aquael,18104,Completed,27/07/2021 14:14,Quakers Hill,NSW,2763,PayPal,0,79,Local Pick-Up Only,0,79,1,1,79
Smart Stir Auto Aqua,"Automatic Top Up Systems, New Arrivals",AutoAqua,18105,Completed,27/07/2021 14:29,Gowrie,ACT,2904,CreditCard,0,60,Sendle Parcel Delivery,0,60,1,1,60
Grey DIN Push In Reducer - 25-20mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,4,2,2
Grey DIN Quick Connector - 25mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,6,1,16
Grey DIN Check Valve - 25mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,3,1,65
Klir 50 Micron Fleece Roll for Di-4,Rollermat,Klir,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,1,1,38
Grey DIN UPVC Pipe Per Metre - 25mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,8,1,6.9
Grey DIN 45 Degree Elbow - 25mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,2,1,4
Grey DIN Tee - 25mm,,Sanking Plumbing,18106,Completed,27/07/2021 15:16,Buderim,QLD,4556,PayPal,0,162.9,Flat rate,9.99,172.89,7,2,3.5
Grey DIN Ball Valve - 40mm,,Sanking Plumbing,18112,Completed,27/07/2021 20:10,Northbridge,NSW,2063,PayPal,0,37,Flat rate,9.99,46.99,1,1,37
Grey DIN 90 Degree Elbow - 32mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,4,2,8
Grey DIN True Union Ball Valve - 32mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,2,1,50
Grey DIN UPVC Coupling - 40mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,6,1,10
Grey DIN Push In Reducer - 40-32mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,1,1,4
Grey DIN UPVC Pipe Per Metre - 32mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,5,1,9.2
Grey DIN Push In Reducer - 40-32mm,,Sanking Plumbing,18113,Completed,27/07/2021 20:28,Salisbury,QLD,4107,PayPal,0,119.2,Flat rate,9.99,129.19,1,1,4
SICCE Voyager Syncra SILENT 0.5,Return Pumps,Sicce,18114,Completed,27/07/2021 21:14,Goolwa,SA,5214,CreditCard,0,51,Sendle Parcel Delivery,0,51,1,1,51
Aqua One Carbon Cartridge 510 2C,Filters > Replacement Media/Cartridge,Aqua One,18115,Completed,28/07/2021 3:39,Greystanes,NSW,2145,PayPal,0,13.98,Flat rate,9.99,23.97,1,2,6.99
SICCE Voyager Syncra SILENT 0.5,Return Pumps,Sicce,18126,Completed,28/07/2021 15:21,Stanhope Gardens,NSW,2768,PayPal,0,51,Flat rate,9.99,60.99,1,1,51
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,18141,Completed,28/07/2021 15:25,East Lismore,NSW,2480,CreditCard,0,24.98,Sendle Parcel Delivery,0,24.98,1,1,24.98
Eheim Jager Heater 150W,Heaters,Eheim,18147,Completed,28/07/2021 19:04,Wollongbar,NSW,2477,CreditCard,0,66.98,Sendle Parcel Delivery,0,66.98,1,1,66.98
Red Sea Aquarium Net Cover 150cm x 80cm,"Heavy & Bulky, Accessories > Mesh Covers, Net Cover",Red Sea,18149,Completed,29/07/2021 11:19,Frenchs Forest,NSW,2086,CreditCard,0,199,Sendle Parcel Delivery,0,199,1,1,119
Precision Solutions Cyano Treatment Solution 2g,Chemicals > Marine Supplements,Precision Solutions,18151,Completed,29/07/2021 14:03,Cranebrook,NSW,2749,PayPal,0,48.97,Flat rate,9.99,58.96,1,1,34.98
SPIRULINA FLAKES - 34g,,Ocean Nutrition,18151,Completed,29/07/2021 14:03,Cranebrook,NSW,2749,PayPal,0,48.97,Flat rate,9.99,58.96,2,1,13.99
Eheim Jager Heater 150W,Heaters,Eheim,18152,Completed,29/07/2021 14:40,Macquarie Fields,NSW,2564,CreditCard,0,66.98,Sendle Parcel Delivery,0,66.98,1,1,66.98
Aqua One Maxi Powerhead 105,Return Pumps,Aqua One,18158,Completed,29/07/2021 23:38,Bellevue Heights,SA,5050,CreditCard,0,59.98,Sendle Parcel Delivery,0,59.98,1,1,59.98
Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,18159,Completed,30/07/2021 10:22,Toongabbie,NSW,2146,PayPal,0,141.94,Flat rate,9.99,151.93,2,1,99.98
Grey DIN 90 Degree Elbow - 32mm,,Sanking Plumbing,18160,Completed,30/07/2021 10:38,Salisbury,QLD,4107,PayPal,0,34,Flat rate,9.99,43.99,2,2,8
Grey DIN 45 Degree Elbow - 32mm,,Sanking Plumbing,18160,Completed,30/07/2021 10:38,Salisbury,QLD,4107,PayPal,0,34,Flat rate,9.99,43.99,3,1,6
Grey DIN 90 Degree Elbow - 40mm,,Sanking Plumbing,18160,Completed,30/07/2021 10:38,Salisbury,QLD,4107,PayPal,0,34,Flat rate,9.99,43.99,1,1,12
Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,18161,Completed,30/07/2021 10:48,Cockburn Central,WA,6164,CreditCard,0,99.98,Australia Post Standard Medium Box/Satchel,0,99.98,1,1,99.98
Quantum Reef Essential Mixed Macro Probiotic Salt 5.5kg Bucket,"Heavy & Bulky, Marine Salts",Quantum,18162,Completed,30/07/2021 15:20,Lane Cove West,NSW,2066,humm,0,39.98,Flat rate,9.99,49.97,1,1,39.98
DD-Solutions ClariSea Replacement XL 40m Filter Floss for SK3000,Rollermat,ClariSea,18163,Completed,30/07/2021 20:48,Prestons,NSW,2170,PayPal,0,116.97,Flat rate,9.99,126.96,1,3,38.99
API Accu Clear 237ml,Chemicals > Freshwater Supplements,API,18165,Completed,31/07/2021 13:23,Marayong,NSW,2148,CreditCard,0,28.98,Sendle Parcel Delivery,0,28.98,1,1,28.98
Mesh Lid Set To Suit Aquariums Up To 95 X 65cm,"Accessories > Mesh Covers, Net Cover",Aqua One,18166,Completed,31/07/2021 17:44,Eaton,WA,6232,CreditCard,0,91.98,Sendle Parcel Delivery,0,91.98,1,1,91.98
SxT Grey DIN 90 Degree Threaded Elbow - 32mm DN25,,Sanking Plumbing,18167,Completed,31/07/2021 22:49,pascoe vale,VIC,3044,PayPal,0,149.4,Flat rate,9.99,159.39,1,2,7.2
AquaClear 70 Biomax,Filters > Replacement Media/Cartridge,AquaClear,18168,Completed,1/08/2021 9:44,Mitchelton,QLD,4053,CreditCard,0,31.96,Sendle Parcel Delivery,0,31.96,1,2,8.99
AquaClear 70 Foam Block,Filters > Replacement Media/Cartridge,AquaClear,18168,Completed,1/08/2021 9:44,Mitchelton,QLD,4053,CreditCard,0,31.96,Sendle Parcel Delivery,0,31.96,2,2,6.99
Flipper Cleaner Standard Float,Accessories > Magnet Cleaner,Flipper,18169,Completed,1/08/2021 14:17,Buttaba,NSW,2283,"Zip now, pay later",0,199.99,Flat rate,9.99,209.98,2,1,64.99
Reef Essential Boron 100ml Signature Series,Chemicals > Marine Supplements,Quantum,18171,Completed,1/08/2021 19:46,Ashgrove,QLD,4060,PayPal,0,84.97,Flat rate,9.99,94.96,2,1,29.99
Reef Essential Strontium 100ml Signature Series,Chemicals > Marine Supplements,Quantum,18171,Completed,1/08/2021 19:46,Ashgrove,QLD,4060,PayPal,0,84.97,Flat rate,9.99,94.96,3,1,29.99
Reef Anabolics Magnesium K+ 1 Litre Formula 3 Complete Elements,Chemicals > Marine Supplements,,18171,Completed,1/08/2021 19:46,Ashgrove,QLD,4060,PayPal,0,84.97,Flat rate,9.99,94.96,1,1,24.99
Quantum Reef Essential Bio-Active Carbon 500g - 1 litre,Filter Media > Carbon,Quantum,18174,Completed,2/08/2021 11:45,Epping,VIC,3076,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Blue Planet Fluke &amp; Tapeworm 25 Tablets,Medication,Blue Planet,18175,Completed,2/08/2021 11:47,Avondale,NSW,2530,CreditCard,0,44.96,Sendle Parcel Delivery,0,44.96,1,1,24.98
Blue Planet Tri Sulfa 15 Tablets,Medication,Blue Planet,18175,Completed,2/08/2021 11:47,Avondale,NSW,2530,CreditCard,0,44.96,Sendle Parcel Delivery,0,44.96,2,1,19.98
White Film Remover,Accessories,Quantum,18173,Completed,2/08/2021 11:53,Dayton,WA,6055,PayPal,0,17.59,Flat rate,9.99,27.58,1,1,12.99
White DIN True Union Ball Valve - 20mm,,Sanking Plumbing,18184,Completed,2/08/2021 14:44,Karabar,NSW,2620,Afterpay,0,387,Flat rate,9.99,396.99,2,1,35
Aqua One Hose 19/25mm - Per Meter,Accessories > Hose & Tubing,Aqua One,18184,Completed,2/08/2021 14:44,Karabar,NSW,2620,Afterpay,0,387,Flat rate,9.99,396.99,4,2,8
SICCE Voyager Syncra SILENT 1.5,Return Pumps,Sicce,18184,Completed,2/08/2021 14:44,Karabar,NSW,2620,Afterpay,0,387,Flat rate,9.99,396.99,3,1,77
SeaTorch RF-15 Media Reactor,Reactors > Media Reactors,SeaTorch,18184,Completed,2/08/2021 14:44,Karabar,NSW,2620,Afterpay,0,387,Flat rate,9.99,396.99,1,1,259
Flipper Cleaner Max Float,Accessories > Magnet Cleaner,Flipper,18185,Completed,2/08/2021 16:38,Baulkham Hills,NSW,2153,PayPal,0,119.99,Flat rate,9.99,129.98,1,1,119.99
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,18186,Completed,2/08/2021 18:06,Newtown,NSW,2042,CreditCard,0,19.99,Sendle Parcel Delivery,0,19.99,1,1,19.99
AF Marine Mix S 120g,Fish Food > Marine,Aquaforest,18187,Completed,2/08/2021 23:45,Turrella,NSW,2205,PayPal,0,159.97,Flat rate,9.99,169.96,4,1,28.99
Ribbed Flexi Hose - 32mm 50cm,,Sanking Plumbing,18187,Completed,2/08/2021 23:45,Turrella,NSW,2205,PayPal,0,159.97,Flat rate,9.99,169.96,1,1,30
SICCE Voyager Syncra SILENT 1.5,Return Pumps,Sicce,18188,Completed,3/08/2021 9:09,Beecroft,NSW,2119,CreditCard,0,77,Sendle Parcel Delivery,0,77,1,1,77
Buddha W/Air - Medium - Gold/Grey/Jade,Decoration > Ornaments,Kazoo,18189,Completed,3/08/2021 10:02,Kurralta Park,SA,5037,CreditCard,0,17.56,Sendle Parcel Delivery,0,17.56,1,1,17.56
Eheim Jager Heater 150W,Heaters,Eheim,18190,Completed,3/08/2021 10:50,Doveton,VIC,3177,CreditCard,0,133.96,Sendle Parcel Delivery,0,133.96,1,2,66.98
Reef Essential Iodine 100ml Signature Series,Chemicals > Marine Supplements,Quantum,18191,Completed,3/08/2021 12:14,North Richmond,NSW,2754,CreditCard,0,84.97,Sendle Parcel Delivery,0,84.97,1,1,29.99
Reef Essential Manganese 100ml Signature Series,Chemicals > Marine Supplements,Quantum,18191,Completed,3/08/2021 12:14,North Richmond,NSW,2754,CreditCard,0,84.97,Sendle Parcel Delivery,0,84.97,2,1,29.99
Quantum Reef Essential 500ml Bio-Kalium - Intensify Red and Pink Coral Colour,Chemicals > Marine Supplements,Quantum,18191,Completed,3/08/2021 12:14,North Richmond,NSW,2754,CreditCard,0,84.97,Sendle Parcel Delivery,0,84.97,3,1,24.99
Ecotech Radion BLUE XR30 Gen 5,Lighting > Marine Lighting,Ecotech Marine,18192,Completed,3/08/2021 20:31,Bannockburn,VIC,3331,CreditCard,0,1290.99,Australia Post Express Parcel,20,1310.99,1,1,1290.99
Innovitech X-Filter 1.7,"Heavy & Bulky, Rollermat",Innovitech,18198,Completed,4/08/2021 12:43,Maryborough,QLD,4650,"Zip now, pay later",0,1075,Flat rate,9.99,1084.99,1,1,1010
Innovitech X-Filter 1.7 Replacement Roll 17 Micron 65m,Rollermat,Innovitech,18198,Completed,4/08/2021 12:43,Maryborough,QLD,4650,"Zip now, pay later",0,1075,Flat rate,9.99,1084.99,2,1,65
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,18199,Completed,4/08/2021 14:02,Yeoval,NSW,2868,PayPal,0,99,Flat rate,9.99,108.99,1,1,99
Aqua One Vege Wafer 1.5kg Food,Fish Food > Freshwater,Aqua One,18202,Completed,4/08/2021 21:47,Numulgi,NSW,2480,CreditCard,0,53.98,Sendle Parcel Delivery,0,53.98,1,1,53.98
Aqua One Micro Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,18203,Completed,5/08/2021 7:56,Marayong,NSW,2148,PayPal,0,70.89,Flat rate,9.99,80.88,5,1,6.99
Nutrafin Max Goldfish Flakes 38g Fish Food,Fish Food > Freshwater,Nutrafin,18203,Completed,5/08/2021 7:56,Marayong,NSW,2148,PayPal,0,70.89,Flat rate,9.99,80.88,4,1,8.98
Nutrafin Max Discus Sinking Granules 85g Fish Food,Fish Food > Freshwater,Nutrafin,18203,Completed,5/08/2021 7:56,Marayong,NSW,2148,PayPal,0,70.89,Flat rate,9.99,80.88,2,1,12.98
Nutrafin Max Cichlid Small Sinking Granules 100g Fish Food,Fish Food > Freshwater,Nutrafin,18203,Completed,5/08/2021 7:56,Marayong,NSW,2148,PayPal,0,70.89,Flat rate,9.99,80.88,1,1,15.98
"Quantum Reef Essential 500ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,18371,Completed,5/08/2021 21:11,Lane Cove North,NSW,2066,CreditCard,0,44.98,Sendle Parcel Delivery,0,44.98,1,1,24.99
Quantum Reef Essentials Pelletised Actived Carbon 500g - 1 litre,Filter Media > Carbon,Quantum,18371,Completed,5/08/2021 21:11,Lane Cove North,NSW,2066,CreditCard,0,44.98,Sendle Parcel Delivery,0,44.98,2,1,19.99
Klir 50 Micron Fleece Roll for Di-4,Rollermat,Klir,18373,Completed,6/08/2021 8:20,Mitchell,ACT,2911,Afterpay,0,76,Flat rate,9.99,85.99,1,2,38
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,18374,Completed,6/08/2021 13:44,Terrigal,NSW,2260,PayPal,0,79.98,Flat rate,9.99,89.97,1,1,79.98
Aqua One Premium Ceramic Noodles 1.2kg,Filter Media > Biological Media,Aqua One,18375,Completed,6/08/2021 15:16,Doonside,NSW,2767,Afterpay,0,63.93,Flat rate,9.99,73.92,2,1,19
Aqua One Micro Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,18375,Completed,6/08/2021 15:16,Doonside,NSW,2767,Afterpay,0,63.93,Flat rate,9.99,73.92,1,5,6.99
Aqua One Filter Media Bag XXL,Accessories > Filter Bags,Aqua One,18375,Completed,6/08/2021 15:16,Doonside,NSW,2767,Afterpay,0,63.93,Flat rate,9.99,73.92,3,1,9.98
Red Sea Aquarium Net Cover 150cm x 80cm,"Heavy & Bulky, Accessories > Mesh Covers, Net Cover",Red Sea,18377,Completed,6/08/2021 21:09,Glenroy,NSW,2640,CreditCard,0,119,Sendle Parcel Delivery,0,119,1,1,119
Smart Stir Auto Aqua,"Automatic Top Up Systems, New Arrivals",AutoAqua,18378,Completed,7/08/2021 2:29,Narraweena,NSW,2099,PayPal,0,139.98,Flat rate,9.99,149.97,2,1,60
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,18378,Completed,7/08/2021 2:29,Narraweena,NSW,2099,PayPal,0,139.98,Flat rate,9.99,149.97,1,1,79.98
"Quantum Reef Essential 1000ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,18379,Completed,7/08/2021 8:27,Wahroonga,NSW,2076,PayPal,0,159.96,Flat rate,9.99,169.95,4,1,39.99
"Quantum Reef Essential 1000ml Bio-Gen - Intensify White, Blue and Violet Coral Colour",Chemicals > Marine Supplements,Quantum,18379,Completed,7/08/2021 8:27,Wahroonga,NSW,2076,PayPal,0,159.96,Flat rate,9.99,169.95,3,1,39.99
Quantum Reef Essential 1000ml Bio-Metals - Intensify Green Coral Colour,Chemicals > Marine Supplements,Quantum,18379,Completed,7/08/2021 8:27,Wahroonga,NSW,2076,PayPal,0,159.96,Flat rate,9.99,169.95,2,1,39.99
Quantum 1000ml Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,18379,Completed,7/08/2021 8:27,Wahroonga,NSW,2076,PayPal,0,159.96,Flat rate,9.99,169.95,1,1,39.99
DD-Solutions ClariSea Replacement XL 40m Filter Floss for SK3000,Rollermat,ClariSea,18426,Completed,7/08/2021 12:03,North Ryde,NSW,2113,CreditCard,0,38.99,Sendle Parcel Delivery,0,38.99,1,1,38.99
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,18479,Completed,7/08/2021 13:20,Guildford West,NSW,2161,CreditCard,0,99.98,Sendle Parcel Delivery,0,99.98,1,1,99.98
"Aqua One Filter Sock For ReefSys Tanks 180,255 and 326",Accessories,Aqua One,18680,Completed,7/08/2021 16:05,Eaton,WA,6232,Afterpay,0,29.96,Flat rate,9.99,39.95,1,2,14.98
Reef Essential Bromine 100ml Signature Series,Chemicals > Marine Supplements,Quantum,18714,Completed,7/08/2021 19:41,North Richmond,NSW,2754,CreditCard,0,29.99,Sendle Parcel Delivery,0,29.99,1,1,29.99
