Name,Categories,Brand,Order Number,Order Status,Order Date,City (Shipping),State Code (Shipping),Postcode (Shipping),Payment Method Title,Cart Discount Amount,Order Subtotal Amount,Shipping Method Title,Order Shipping Amount,Order Total Amount,Item #,Quantity (- Refund),Item Cost
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,18790,Completed,8/08/2021 0:04,Clayton,VIC,3168,PayPal,0,79.98,Flat rate,9.99,89.97,1,1,79.98
DD-Solutions ClariSea Replacement XL 40m Filter Floss for SK3000,Rollermat,ClariSea,18791,Completed,8/08/2021 0:16,Woy Woy,NSW,2256,CreditCard,0,38.99,Sendle Parcel Delivery,0,38.99,1,1,38.99
AF Protect Dip 50ml,Chemicals > Marine Supplements,Aquaforest,18888,Completed,8/08/2021 10:32,Duncraig,WA,6023,PayPal,0,208.4,Flat rate,9.99,218.39,4,1,59.98
Grey DIN UPVC Reducer Coupling - 25mm-&gt;20mm,,Sanking Plumbing,18888,Completed,8/08/2021 10:32,Duncraig,WA,6023,PayPal,0,208.4,Flat rate,9.99,218.39,3,1,2.5
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,18888,Completed,8/08/2021 10:32,Duncraig,WA,6023,PayPal,0,208.4,Flat rate,9.99,218.39,1,1,79.98
Grey DIN 45 Degree Elbow - 32mm,,Sanking Plumbing,18888,Completed,8/08/2021 10:32,Duncraig,WA,6023,PayPal,0,208.4,Flat rate,9.99,218.39,2,1,6
Red Sea Reef LED 90,Lighting > Marine Lighting,Red Sea,18947,Completed,8/08/2021 11:45,Shalvey,NSW,2770,CreditCard,0,660,Sendle Parcel Delivery,0,660,1,1,660
Reef Anabolics Trace Elements Support System 500ml,Chemicals > Marine Supplements,,19313,Completed,8/08/2021 15:10,Revesby,NSW,2212,PayPal,0,149.99,Flat rate,9.99,159.98,1,1,149.99
Reef Essentials Phosphate Remover 500ml,Chemicals > Marine Supplements,Quantum,19536,Completed,8/08/2021 21:14,Lane Cove North,NSW,2066,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Bonsai Plant - Small,Decoration > Ornaments,Kazoo,19543,Completed,9/08/2021 12:59,Gwelup,WA,6018,CreditCard,0,23.96,Sendle Parcel Delivery,0,23.96,1,1,23.96
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,19684,Completed,9/08/2021 17:33,FARMBOROUGH HEIGHTS,NSW,2526,PayPal,0,79.98,Flat rate,9.99,89.97,1,1,79.98
AquaClear 110 Carbon Insert,Filters > Replacement Media/Cartridge,AquaClear,19708,Completed,9/08/2021 21:38,Kirwan,QLD,4817,CreditCard,0,9.99,Sendle Parcel Delivery,0,9.99,1,1,9.99
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,19733,Completed,10/08/2021 7:31,Gympie,QLD,4570,CreditCard,0,99.98,Sendle Parcel Delivery,0,99.98,1,1,99.98
MANTIS CARBON BLOCK,Filter Media > Biological Media,Mantis,19734,Completed,10/08/2021 9:38,Castle Hill,NSW,2154,PayPal,0,133.96,Flat rate,9.99,143.95,1,2,26.99
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,19734,Completed,10/08/2021 9:38,Castle Hill,NSW,2154,PayPal,0,133.96,Flat rate,9.99,143.95,2,1,79.98
SeaTorch Filter Bag Holders - LJ-100,,SeaTorch,19750,Completed,10/08/2021 12:54,Pakenham,VIC,3810,PayPal,0,138,Flat rate,9.99,147.99,1,2,69
Chinese Dragon - Small - Gold/Grey/Jade,Decoration > Ornaments,Kazoo,19902,Completed,11/08/2021 12:54,Asquith,NSW,2077,CreditCard,0,12.76,Sendle Parcel Delivery,0,12.76,1,1,12.76
SeaTorch RF-15 Media Reactor,Reactors > Media Reactors,SeaTorch,20519,Completed,11/08/2021 18:03,Cranebrook,NSW,2749,PayPal,0,235,Flat rate,9.99,244.99,1,1,235
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,20520,Completed,11/08/2021 20:07,Ramsgate,NSW,2217,Afterpay,0,79.98,Flat rate,9.99,89.97,1,1,79.98
SeaTorch Filter Bag Holders - LJ-100,,SeaTorch,20654,Completed,12/08/2021 15:54,NELSON,NSW,2765,Afterpay,0,69,Local Pick-Up Only,0,69,1,1,69
SICCE Voyager Syncra SILENT 1.0,Return Pumps,Sicce,20720,Completed,12/08/2021 18:09,Kogarah,NSW,2217,CreditCard,0,68,Sendle Parcel Delivery,0,68,1,1,68
EcoTech Marine RMS XR30 Tank Mount,Lighting > Stands / Mounts / Hanging Kits / Cables,Ecotech Marine,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,10,1,139.98
Flipper Cleaner Max Float,Accessories > Magnet Cleaner,Flipper,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,4,1,119.99
Aqua One Easy Reach Tongs Extra Large,Accessories > Tongs,Aqua One,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,6,1,19.99
Aqua One Filter Pipe Cleaner 3 Brush Set,Accessories > Hose cleaner,Aqua One,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,5,1,7.99
Aqua One Net Breeder Small,Accessories > Breeding Accessories,Aqua One,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,1,1,8.5
Aqua One Coral Feeder,Accessories > Feeding Tools,Aqua One,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,2,1,14.99
Coarse Telescope Aluminum Fish Net 12x8in 30x20cm W,Accessories > Fish Nets,Aqua One,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,3,1,29.98
Eheim Jager Heater 300W,Heaters,Eheim,20723,Completed,12/08/2021 21:35,Glenroy,NSW,2640,humm,0,2213.39,Flat rate,9.99,2223.38,7,1,79.98
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,20724,Completed,12/08/2021 22:52,Kew,VIC,3101,PayPal,0,96.48,Flat rate,9.99,106.47,1,1,79.98
Aqua One Filter Media Bag L,Accessories > Filter Bags,Aqua One,20768,Completed,14/08/2021 12:24,Castle Hill,NSW,2154,PayPal,0,262.94,Flat rate,9.99,272.93,2,2,6.98
CO2Art Pro SE - CO2 Dual Stage Regulator with Solenoid SE W21,co2 > Regulators & Solenoids,co2 Art,20796,Completed,14/08/2021 16:38,Mount Crosby,QLD,4306,PayPal,0,250,Flat rate,9.99,259.99,1,1,250
Reef Essential Low Range LR Nitrate Remover 500ml,Chemicals > Marine Supplements,Quantum,20797,Completed,14/08/2021 17:00,Lane Cove North,NSW,2066,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Quantum 500ml Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,20798,Completed,14/08/2021 17:01,Lane Cove North,NSW,2066,CreditCard,0,24.99,Sendle Parcel Delivery,0,24.99,1,1,24.99
Pond One ClearTec UV 11W,UV Systems,Pond One,20799,Completed,14/08/2021 18:48,Hammondville,NSW,2170,humm,0,593.99,Flat rate,9.99,603.98,1,1,145
AQUARIUM SYSTEMS HOLDFAST EPOXY - Purple,,Aquarium Systems,20801,Completed,14/08/2021 20:57,Cowes,VIC,3922,PayPal,0,247.89,Flat rate,9.99,257.88,2,1,29.99
Aqua One Filter Sock Replacement 1pk,"Filter Media > Filter Socks, Accessories > Filter Socks",Aqua One,20801,Completed,14/08/2021 20:57,Cowes,VIC,3922,PayPal,0,247.89,Flat rate,9.99,257.88,4,3,12.98
Multi Purpose Tongs Extra Large,Accessories > Tongs,Aqua One,20801,Completed,14/08/2021 20:57,Cowes,VIC,3922,PayPal,0,247.89,Flat rate,9.99,257.88,3,1,24.98
SICCE Voyager Syncra SILENT 1.0,Return Pumps,Sicce,20849,Completed,15/08/2021 13:00,Boolaroo,NSW,2284,CreditCard,0,68,Sendle Parcel Delivery,0,68,1,1,68
Teco TK 1000E R290 Aquarium Chiller,"Chillers, Heavy & Bulky",Teco,20898,Completed,15/08/2021 13:57,Colyton,NSW,2760,"Zip now, pay later",0,1499,Local Pick-Up Only,0,1499,1,1,1499
Reef Anabolics Fish Tonic 100ml,Chemicals > Marine Supplements,,20926,Completed,15/08/2021 19:42,KALLANGUR,QLD,4503,Afterpay,0,223.95,Flat rate,9.99,233.94,3,1,53.99
Reef Anabolics Nutrition Pack 50ml,Chemicals > Marine Supplements,,20926,Completed,15/08/2021 19:42,KALLANGUR,QLD,4503,Afterpay,0,223.95,Flat rate,9.99,233.94,2,1,89.98
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,20926,Completed,15/08/2021 19:42,KALLANGUR,QLD,4503,Afterpay,0,223.95,Flat rate,9.99,233.94,1,1,79.98
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,20927,Completed,16/08/2021 7:46,Greenfields,WA,6210,PayPal,0,159.97,Flat rate,9.99,169.96,1,1,79.98
Ribbed Flexi Hose - 40mm 30cm,,Sanking Plumbing,20927,Completed,16/08/2021 7:46,Greenfields,WA,6210,PayPal,0,159.97,Flat rate,9.99,169.96,2,1,30
Quantum Reef Essential SPS Macro Probiotic Salt 22kg Bucket,"Heavy & Bulky, Marine Salts",Quantum,20929,Completed,16/08/2021 13:12,NORTH RICHMOND,NSW,2754,PayPal,0,120,Flat rate,9.99,129.99,1,1,120
Aqua One Easy Reach Tongs Large,Accessories > Tongs,Aqua One,20932,Completed,16/08/2021 15:13,Toongabbie,NSW,2146,PayPal,0,79.98,Flat rate,15,94.98,2,1,9.99
Aqua One Easy Reach Tongs Extra Large,Accessories > Tongs,Aqua One,20932,Completed,16/08/2021 15:13,Toongabbie,NSW,2146,PayPal,0,79.98,Flat rate,15,94.98,1,1,19.99
Aqua One Carbon Cartridge 850 4C,Filters > Replacement Media/Cartridge,Aqua One,20933,Completed,16/08/2021 15:38,Clyde North,VIC,3978,PayPal,0,161.86,Flat rate,9.99,171.85,3,6,16.99
Aqua One Micro Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,20933,Completed,16/08/2021 15:38,Clyde North,VIC,3978,PayPal,0,161.86,Flat rate,9.99,171.85,2,6,6.99
Aqua One Phos Pad Self Cut Filter,Filter Media > Filter Pads,Aqua One,20933,Completed,16/08/2021 15:38,Clyde North,VIC,3978,PayPal,0,161.86,Flat rate,9.99,171.85,1,2,8.99
DD-Solutions ClariSea Replacement XL 40m Filter Floss for SK3000,Rollermat,ClariSea,20934,Completed,16/08/2021 15:45,Merriwa,WA,6030,CreditCard,0,77.98,Sendle Parcel Delivery,0,77.98,1,2,38.99
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,20936,Completed,16/08/2021 18:53,Ruse,NSW,2560,CreditCard,0,99.98,Sendle Parcel Delivery,0,99.98,1,1,99.98
Coral Cane,"Chemicals, Chemicals > Marine Supplements",Quantum,20938,Completed,16/08/2021 23:47,Revesby,NSW,2212,CreditCard,0,34.99,Sendle Parcel Delivery,0,34.99,1,1,34.99
Reef Essential Rubidium 100ml Signature Series,Chemicals > Marine Supplements,Quantum,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,8,1,29.99
"Quantum Reef Essential 500ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,4,1,24.99
"Quantum Reef Essential 500ml Bio-Gen - Intensify White, Blue and Violet Coral Colour",Chemicals > Marine Supplements,Quantum,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,1,1,24.99
Quantum Reef Essential 500ml Bio-Kalium - Intensify Red and Pink Coral Colour,Chemicals > Marine Supplements,Quantum,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,2,1,24.99
Quantum Reef Essential 500ml Bio-Metals - Intensify Green Coral Colour,Chemicals > Marine Supplements,Quantum,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,3,1,24.99
Aqua One Filter Media Bag L,Accessories > Filter Bags,Aqua One,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,6,1,6.98
CO2 Media Reactor,Reactors > Media Reactors,Reef Pure RO Systems,20939,Completed,17/08/2021 11:02,Manly,NSW,2095,PayPal,0,251.91,Flat rate,9.99,261.9,7,1,94.99
Grey DIN Gate Valve - 32mm,,Sanking Plumbing,20940,Completed,17/08/2021 11:50,Glendale,NSW,2285,PayPal,0,372.5,Flat rate,9.99,382.49,1,3,120
Grey DIN Pipe Clip - 32mm(DN25),,Sanking Plumbing,20940,Completed,17/08/2021 11:50,Glendale,NSW,2285,PayPal,0,372.5,Flat rate,9.99,382.49,2,5,2.5
Quantum Reef Essential SPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,20943,Completed,17/08/2021 12:52,Hillcrest,SA,5086,Afterpay,0,154.97,Flat rate,9.99,164.96,2,1,99.98
New Life Spectrum Thera+A Large Sinking 3.0-3.5mm 600g,"Fish Food > Freshwater, Fish Food > Marine",New Life Spectrum,20943,Completed,17/08/2021 12:52,Hillcrest,SA,5086,Afterpay,0,154.97,Flat rate,9.99,164.96,1,1,54.99
Aqua One Filter Sock Replacement 1pk,"Filter Media > Filter Socks, Accessories > Filter Socks",Aqua One,20946,Completed,17/08/2021 23:37,Rowville,VIC,3178,Afterpay,0,84.86,Flat rate,9.99,94.85,1,6,12.98
Aqua One Filter Media Bag L,Accessories > Filter Bags,Aqua One,20946,Completed,17/08/2021 23:37,Rowville,VIC,3178,Afterpay,0,84.86,Flat rate,9.99,94.85,2,1,6.98
Aquaforest 5000ml Granulated Activated Carbon,Filter Media > Carbon,Aquaforest,20947,Completed,17/08/2021 23:53,Kellyville,NSW,2155,PayPal,0,286,Flat rate,9.99,295.99,2,1,87
Aquaforest Media Reactor - Diameter 90 mm New,"Reactors > Media Reactors, Reactors",Aquaforest,20947,Completed,17/08/2021 23:53,Kellyville,NSW,2155,PayPal,0,286,Flat rate,9.99,295.99,1,1,199
Flipper Cleaner Standard Replacement Blade Stainless Steel 2pk,Accessories > Magnet Cleaner,Flipper,20948,Completed,18/08/2021 6:36,Vineyard,NSW,2765,Afterpay,0,161.95,Flat rate,9.99,171.94,5,1,29.99
Aqua One Coral Feeder,Accessories > Feeding Tools,Aqua One,20948,Completed,18/08/2021 6:36,Vineyard,NSW,2765,Afterpay,0,161.95,Flat rate,9.99,171.94,4,1,14.99
Grey DIN UPVC Pipe Per Metre - 20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,7,1,5.75
Grey DIN 90 Degree Elbow - 20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,1,1,3
Grey DIN Ball Valve - 20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,2,2,15
Grey DIN Pipe Clip - 20mm(DN15),,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,3,2,1.5
Grey DIN PVC to Soft Tube Connector - 12/20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,5,1,7
Grey DIN PVC to Soft Tube Connector - 16/20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,4,1,11
Grey DIN Tee - 20mm,,Sanking Plumbing,20949,Completed,18/08/2021 8:57,Cannonvale,QLD,4802,PayPal,0,88.74,Flat rate,9.99,98.73,6,2,2.5
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,20950,Completed,18/08/2021 10:32,Potts Point,NSW,2011,PayPal,0,79.98,Flat rate,9.99,89.97,1,1,79.98
Reef Anabolics Alkalinity 1 Litre Complete Elements,Chemicals > Marine Supplements,,21552,Completed,18/08/2021 19:18,Tamborine,QLD,4270,PayPal,0,104.93,Flat rate,9.99,114.92,2,1,24.99
Reef Anabolics Calcium 1 Litre Formula 2 Complete Elements,Chemicals > Marine Supplements,,21552,Completed,18/08/2021 19:18,Tamborine,QLD,4270,PayPal,0,104.93,Flat rate,9.99,114.92,3,1,24.99
Reef Anabolics Magnesium K+ 1 Litre Formula 3 Complete Elements,Chemicals > Marine Supplements,,21552,Completed,18/08/2021 19:18,Tamborine,QLD,4270,PayPal,0,104.93,Flat rate,9.99,114.92,1,1,24.99
GREEN MARINE ALGAE,Fish Food > Marine,Ocean Nutrition,21552,Completed,18/08/2021 19:18,Tamborine,QLD,4270,PayPal,0,104.93,Flat rate,9.99,114.92,4,1,14.98
Bioscape Tropic Clearview Desktop Aquarium 13L,Aquariums > Freshwater Aquariums,,21554,Completed,18/08/2021 21:16,MCGRATHS HILL,NSW,2756,PayPal,0,99.98,Local Pick-Up Only,0,99.98,1,1,99.98
ME Coral Glue 20g Extra Thick Cyanoacrylate,Coral Propagation > Coral Glue,ME,21556,Completed,19/08/2021 2:10,Christie Downs,SA,5164,CreditCard,0,14.99,Sendle Parcel Delivery,0,14.99,1,1,14.99
Red Sea Marine Care Test Kit,Test Kits,Red Sea,21557,Completed,19/08/2021 7:58,Kirrawee,NSW,2232,Afterpay,0,93.5,Flat rate,9.99,103.49,1,1,93.5
AF Algae Feed S 120g,Fish Food > Marine,Aquaforest,21559,Completed,19/08/2021 9:20,Pleasure Point,NSW,2172,PayPal,0,136,Flat rate,9.99,145.99,1,1,26
API Stress Coat 473ml,Chemicals > Freshwater Supplements,API,21560,Completed,19/08/2021 11:03,Blacktown,NSW,2148,PayPal,0,21.99,Local Pick-Up Only,0,21.99,1,1,21.99
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,21561,Completed,19/08/2021 11:18,Penrith,NSW,2750,Afterpay,0,229.96,Local Pick-Up Only,0,229.96,2,1,99.98
Quantum 5 litres Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,21561,Completed,19/08/2021 11:18,Penrith,NSW,2750,Afterpay,0,229.96,Local Pick-Up Only,0,229.96,1,1,129.98
Blue Planet Paracide 25 Tablets,Medication,Blue Planet,21562,Completed,19/08/2021 11:19,Derrimut,VIC,3026,CreditCard,0,19.99,Sendle Parcel Delivery,0,19.99,1,1,19.99
Quantum Reef Essential LPS Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,21563,Completed,19/08/2021 15:39,Ooralea,QLD,4740,CreditCard,0,199.96,Sendle Parcel Delivery,0,199.96,1,2,99.98
AQUA ONE VEGE WAFERS 95G,Fish Food > Freshwater,Aqua One,21565,Completed,19/08/2021 18:58,Molendinar,QLD,4214,CreditCard,0,17.98,Sendle Parcel Delivery,0,17.98,1,1,17.98
Sanking Float Valve,"Plumbing > DIN/Metric Plumbing, Plumbing",Sanking Plumbing,21668,Completed,20/08/2021 11:53,Maleny,QLD,4552,PayPal,0,21.98,Flat rate,9.99,31.97,1,1,21.98
CO2Art Pro SE - CO2 Dual Stage Regulator with Solenoid SE W21,co2 > Regulators & Solenoids,co2 Art,21670,Completed,20/08/2021 14:54,Fairfield West,NSW,2165,PayPal,0,250,Flat rate,9.99,259.99,1,1,250
Quantum Reef Essential Mixed Macro Probiotic Salt 20kg Box,"Heavy & Bulky, Marine Salts",Quantum,21671,Completed,20/08/2021 15:04,Revesby,NSW,2212,PayPal,0,99.98,Flat rate,9.99,109.97,1,1,99.98
Grey DIN UPVC Pipe Per Metre - 20mm,,Sanking Plumbing,21672,Completed,20/08/2021 15:08,Werribee,VIC,3030,Afterpay,0,149,Flat rate,9.99,158.99,2,4,5.75
Grey DIN 45 Degree Elbow - 20mm,,Sanking Plumbing,21672,Completed,20/08/2021 15:08,Werribee,VIC,3030,Afterpay,0,149,Flat rate,9.99,158.99,3,3,2
Grey DIN 90 Degree Elbow - 20mm,,Sanking Plumbing,21672,Completed,20/08/2021 15:08,Werribee,VIC,3030,Afterpay,0,149,Flat rate,9.99,158.99,5,3,3
Grey DIN Gate Valve - 20mm,,Sanking Plumbing,21672,Completed,20/08/2021 15:08,Werribee,VIC,3030,Afterpay,0,149,Flat rate,9.99,158.99,1,1,60
Marine S - 50g,Fish Food > Marine,Hikari,21682,Completed,21/08/2021 10:29,Rooty Hill,NSW,2766,Afterpay,0,52.96,Flat rate,9.99,62.95,1,1,14.98
Ocean Nutrition Formula One Pellet - S 400g,,Ocean Nutrition,21682,Completed,21/08/2021 10:29,Rooty Hill,NSW,2766,Afterpay,0,52.96,Flat rate,9.99,62.95,2,1,37.98
Flipper Cleaner Standard Float,Accessories > Magnet Cleaner,Flipper,21683,Completed,21/08/2021 11:29,ST CLAIR,NSW,2759,PayPal,0,227.97,Flat rate,9.99,237.96,3,1,64.99
AQUA ONE GRAVEL CLEANER 5IN/12.5CM,Accessories > Gravel Cleaners,Aqua One,21683,Completed,21/08/2021 11:29,ST CLAIR,NSW,2759,PayPal,0,227.97,Flat rate,9.99,237.96,2,1,12.98
SICCE Voyager Syncra SILENT 3.0,Return Pumps,Sicce,21683,Completed,21/08/2021 11:29,ST CLAIR,NSW,2759,PayPal,0,227.97,Flat rate,9.99,237.96,1,1,150
Red Sea Reefer 225 Micron Felt Filter Bag 100x260mm,"Accessories > Filter Socks, Filter Media > Filter Socks",Red Sea,21755,Completed,21/08/2021 16:04,Brookvale,NSW,2100,PayPal,0,162,Flat rate,9.99,171.99,3,2,19
"Black DIN Outlet Nozzle - 25mm, Duckbill",,Sanking Plumbing,21755,Completed,21/08/2021 16:04,Brookvale,NSW,2100,PayPal,0,162,Flat rate,9.99,171.99,1,1,25
SeaTorch Filter Bag Holders - LJ-200,,SeaTorch,21785,Completed,22/08/2021 14:10,NSW,NSW,2087,PayPal,0,89,Flat rate,9.99,98.99,1,1,89
Eheim Jager Heater 100W,Heaters,Eheim,21795,Completed,22/08/2021 14:44,Telopea,NSW,2117,CreditCard,0,63.98,Sendle Parcel Delivery,0,63.98,1,1,63.98
AI Saltwater Prime 16 LED Light White,Lighting > Marine Lighting,AI Aqua illumination,21801,Completed,22/08/2021 17:31,Lalor Park,NSW,2147,Afterpay,0,359,Local Pick-Up Only,0,359,1,1,359
SeaTorch Titanium Algae Scrapper,Accessories > Scraper,SeaTorch,21802,Completed,22/08/2021 18:29,Murrumba Downs,QLD,4503,PayPal,0,79.98,Flat rate,9.99,89.97,1,1,79.98
Aqua One Digital Thermometer,Heaters,Aqua One,21891,Completed,23/08/2021 14:16,Moama,NSW,2731,Afterpay,0,28.97,Flat rate,9.99,38.96,2,1,3.99
Quantum Black Beard Remover 500ml,Chemicals > Freshwater Supplements,Quantum,21891,Completed,23/08/2021 14:16,Moama,NSW,2731,Afterpay,0,28.97,Flat rate,9.99,38.96,1,1,24.98
Aqua One Floating Magnet Cleaner Large 12mm,Accessories > Magnet Cleaner,Aqua One,21893,Completed,23/08/2021 15:29,Elizabeth East,SA,5112,Afterpay,0,38,Flat rate,9.99,47.99,1,2,19
Red Sea Marine Care Test Kit,Test Kits,Red Sea,21902,Completed,23/08/2021 16:15,penrith,NSW,2750,Afterpay,0,183.47,Flat rate,9.99,193.46,1,1,93.5
Dr Tims Aquatics One &amp; Only REEF-PURE 4oz,Chemicals > Marine Supplements,Dr Tims Aquatics,21902,Completed,23/08/2021 16:15,penrith,NSW,2750,Afterpay,0,183.47,Flat rate,9.99,193.46,2,1,64.99
Mantis Skimmer Tornado - Mantis Skimmer Tornado 120,,Mantis,21907,Completed,23/08/2021 18:44,NSW,NSW,2087,PayPal,0,918.91,Flat rate,9.99,928.9,3,1,445
CaribSea Arag-Alive Fiji Pink 20lb,"Heavy & Bulky, Substrates > Marine Substrates",CaribSea,21907,Completed,23/08/2021 18:44,NSW,NSW,2087,PayPal,0,918.91,Flat rate,9.99,928.9,1,4,59.98
SICCE Voyager Syncra SILENT 2.0,Return Pumps,Sicce,21911,Completed,23/08/2021 20:58,Bunbury,WA,6231,CreditCard,0,210,Sendle Parcel Delivery,0,210,1,2,105
CO2Art Pro SE - CO2 Dual Stage Regulator with Solenoid SE W21,co2 > Regulators & Solenoids,co2 Art,21942,Completed,23/08/2021 23:14,Narrabundah,ACT,2604,PayPal,0,250,Flat rate,9.99,259.99,1,1,250
Quantum 1000ml Reef Essential Bio-Enhance,Chemicals > Marine Supplements,Quantum,21943,Completed,24/08/2021 9:05,Lethbridge Park,NSW,2770,PayPal,0,69.98,Local Pick-Up Only,0,69.98,2,1,39.99
New Life Spectrum Cichlid Pellet 1.0-1.5mm - 300g - Slow Sinking,Fish Food > Freshwater,New Life Spectrum,21944,Completed,24/08/2021 9:25,Saint Ives Chase,NSW,2075,PayPal,0,34.99,Flat rate,9.99,44.98,1,1,34.99
"Quantum Reef Essential 1000ml Aragonite B - Carbonate, Hydrogen Carbonate, Buffer",Chemicals > Marine Supplements,Quantum,22130,Completed,24/08/2021 14:49,Erskine Park,NSW,2759,PayPal,0,39.99,Flat rate,9.99,49.98,1,1,39.99
CaribSea Arag-Alive Fiji Pink 20lb,"Heavy & Bulky, Substrates > Marine Substrates",CaribSea,22131,Completed,24/08/2021 15:33,North Nowra,NSW,2541,Afterpay,0,714.96,Flat rate,9.99,724.95,1,2,59.98
"CaribSea Life Rock Arch 12"" 4 pack","Heavy & Bulky, Rock > Marine",CaribSea,22131,Completed,24/08/2021 15:33,North Nowra,NSW,2541,Afterpay,0,714.96,Flat rate,9.99,724.95,3,2,180
Aqua One Stellar 50,Aeration > Air Pumps,Aqua One,22133,Completed,24/08/2021 18:04,Sans souci,NSW,2219,PayPal,0,34.99,Flat rate,9.99,44.98,1,1,23
Aqua One Carbon Cartridge 126 380 1C,Filters > Replacement Media/Cartridge,Aqua One,22133,Completed,24/08/2021 18:04,Sans souci,NSW,2219,PayPal,0,34.99,Flat rate,9.99,44.98,2,1,11.99
Micro Pellets - 45g,Fish Food > Freshwater,Hikari,22134,Completed,25/08/2021 8:56,Marayong,NSW,2148,Afterpay,0,77.94,Flat rate,9.99,87.93,2,1,11.98
Quantum Water Primer 500ml,"Chemicals > Freshwater Supplements, Chemicals > Marine Supplements",Quantum,22134,Completed,25/08/2021 8:56,Marayong,NSW,2148,Afterpay,0,77.94,Flat rate,9.99,87.93,3,1,24.98
Salifert Nitrate NO3 Profi Test Kit,Test Kits,Salifert,22134,Completed,25/08/2021 8:56,Marayong,NSW,2148,Afterpay,0,77.94,Flat rate,9.99,87.93,4,1,28
"Quantum Reef Essential 1000ml Aragonite A - Calcium, Strontium, Barium",Chemicals > Marine Supplements,Quantum,22141,Completed,25/08/2021 11:01,Mount Druitt,NSW,2770,CreditCard,0,169.97,Sendle Parcel Delivery,0,169.97,1,1,39.99
